,maxx,i,j,q,orders_long,orders_short,alpha
2197,1.587505593136703,17,20,18,3,0,2.3812583897050548
3027,4.642832976163187,23,30,13,1,0,2.3214164880815935
2316,2.3038946795781996,18,20,10,2,0,2.3038946795781996
308,0.2672207816920201,3,36,6,10,7,2.2713766443821712
309,0.25710094954420404,3,36,7,10,7,2.1853580711257345
2110,1.4442819958884385,16,28,9,2,1,2.166422993832658
2938,0.7126106131927462,22,34,2,4,2,2.1378318395782387
3261,2.0777245464377283,26,26,1,2,0,2.0777245464377283
3181,2.0046820087498323,25,26,2,2,0,2.0046820087498323
2322,2.002355635602632,18,20,16,2,0,2.002355635602632
2945,0.6637898561410039,22,34,9,4,2,1.991369568423012
1758,0.774388685809349,13,36,3,3,2,1.9359717145233726
3483,0.9574458955869378,29,28,13,4,0,1.9148917911738756
2402,1.8255686319514506,18,30,19,1,1,1.8255686319514506
2817,0.5796162994588162,21,34,2,4,2,1.7388488983764487
946,0.858936169695862,8,20,15,3,1,1.717872339391724
788,0.6791160549667719,7,20,9,4,1,1.6977901374169297
1468,0.6688301269338774,11,32,1,4,1,1.6720753173346936
2774,1.6644206534011445,21,28,9,2,0,1.6644206534011445
2033,0.520235693196442,15,36,11,4,2,1.560707079589326
1109,1.0192824703031678,9,22,13,2,1,1.5289237054547518
790,0.7529952508506556,7,22,7,3,1,1.505990501701311
3033,3.003037046908254,23,30,19,1,0,1.501518523454127
3262,1.4443075505191976,26,26,2,2,0,1.4443075505191976
2759,0.9199052125794299,21,26,11,3,0,1.3798578188691448
1678,0.9196056519460011,13,22,17,2,1,1.3794084779190017
637,0.5422096268187946,6,20,16,4,1,1.3555240670469866
1761,0.528221019702782,13,36,6,3,2,1.320552549256955
3494,0.8463709520645873,29,30,11,3,0,1.269556428096881
1287,0.8374895273574295,10,24,17,2,1,1.2562342910361444
1296,0.32528426839627256,10,26,16,5,2,1.138494939386954
3505,2.230953483787935,29,32,11,1,0,1.1154767418939675
2162,0.27760416436523744,16,36,3,6,2,1.1104166574609498
1979,0.5472502428492065,15,28,19,3,1,1.094500485698413
1261,1.0885186696813292,10,22,6,1,1,1.0885186696813292
956,0.5155198870355093,8,22,12,3,1,1.0310397740710187
2438,0.25089262181364896,18,36,6,6,2,1.0035704872545959
1821,0.990911769130437,14,24,6,1,1,0.990911769130437
1121,0.4829842318822213,9,24,10,3,1,0.9659684637644426
3514,0.8836620416353781,29,36,6,1,1,0.8836620416353781
633,0.35245988283026247,6,20,12,4,1,0.8811497070756562
2272,0.2477830061849165,17,34,1,5,2,0.8672405216472078
830,0.21548040988163508,7,28,1,6,2,0.8619216395265403
1701,0.3079737051083269,13,28,3,3,2,0.7699342627708172
1835,0.5114262202482407,14,26,6,2,1,0.767139330372361
471,0.09573450062136946,4,38,11,10,5,0.7180087546602709
2116,0.3567853062807762,16,30,8,2,2,0.7135706125615524
2061,0.5400753274300084,16,20,18,2,0,0.5400753274300084
792,0.2625202494148542,7,22,9,3,1,0.5250404988297084
2373,0.46857308362566014,18,26,12,2,0,0.46857308362566014
1120,0.2299845942615661,9,24,9,3,1,0.4599691885231322
831,0.0958945343045213,7,28,2,6,2,0.3835781372180852
2985,0.25035914439748297,23,26,1,3,0,0.37553871659622445
3510,0.6635365577427684,29,32,16,1,0,0.3317682788713842
1841,0.1985488644597716,14,26,12,2,1,0.2978232966896574
628,0.10631127605712706,6,20,7,4,1,0.26577819014281767
2544,0.0598030196474076,19,32,12,3,2,0.149507549118519
2165,0.034232332228540524,16,36,6,6,2,0.1369293289141621
314,0.01506184866209119,3,38,2,10,6,0.12049478929672952
1297,0.033544022463266945,10,26,17,5,2,0.11740407862143432
2882,0.04913910634037458,22,26,11,3,0,0.07370865951056187
3462,0.01863127580823999,28,36,12,1,2,0.027946913712359987
2120,0.005557511676082538,16,30,12,2,2,0.011115023352165077
