,maxx,i,j,q,orders_long,orders_short,alpha
501,2.063018792982586,6,26,8,8,14,22.693206722808444
1013,2.388558090532749,7,33,7,9,10,22.691301860061117
1399,2.2690551266555374,8,33,13,9,11,22.690551266555374
9429,6.480653964831362,29,39,6,3,4,22.682288876909766
3467,6.47697806970193,14,22,10,4,3,22.669423243956757
234,1.618868441818515,5,32,7,12,16,22.66415818545921
1630,4.118824593287131,9,25,16,4,7,22.653535263079217
1009,2.384300360285277,7,33,3,9,10,22.650853422710128
214,1.6769646272043863,5,31,6,11,16,22.639022467259217
7047,6.463746701571946,23,30,18,5,2,22.62311345550181
2869,3.4801889540231388,12,31,1,6,7,22.6212282011504
1340,2.3791774963257613,8,30,11,8,11,22.602186215094733
8884,6.452047104921912,28,30,12,3,4,22.582164867226695
8200,5.642884486141562,26,31,12,5,3,22.57153794456625
11933,7.520831157615834,36,36,2,3,3,22.562493472847503
2383,5.637357518631888,11,25,9,4,4,22.549430074527553
8181,7.5152615787308585,26,30,12,4,2,22.545784736192577
9656,5.630311416100564,30,33,5,3,5,22.521245664402255
314,1.5523370382865262,5,36,11,13,16,22.50888705515463
9311,4.090367533051509,29,33,2,7,4,22.497021431783303
2907,4.09012450056176,12,33,1,6,5,22.495684753089684
5802,7.4982202047757855,20,25,8,3,3,22.49466061432736
1376,2.2484451702442976,8,32,9,9,11,22.484451702442975
1934,8.990441120789928,10,21,16,2,3,22.476102801974818
1620,4.085772868716175,9,25,6,4,7,22.47175077793896
500,2.0420519161460935,6,26,7,8,14,22.462571077607027
12930,14.969744899706352,39,35,11,1,2,22.454617349559527
2298,5.6128696482193225,11,20,19,3,5,22.45147859287729
1052,1.8708975542270647,7,35,8,12,12,22.450770650724778
11516,6.413968229468901,35,34,3,3,4,22.448888803141156
519,1.8690677204042914,6,27,7,9,15,22.428812644851497
1635,3.736924194552805,9,26,2,5,7,22.42154516731683
11843,14.93516547086767,36,31,7,1,2,22.402748206301503
1175,4.072131472464784,8,21,17,6,5,22.396723098556315
3470,6.394990474386953,14,22,13,4,3,22.382466660354336
10014,4.476414094269338,31,33,2,4,6,22.38207047134669
8543,7.4584119077769335,27,31,13,3,3,22.3752357233308
11970,5.592087526481258,36,38,1,3,5,22.368350105925032
498,2.0333391738947983,6,26,5,8,14,22.366730912842783
1223,4.065948557044419,8,24,8,4,7,22.362717063744306
5421,7.449010663442679,19,25,7,3,3,22.347031990328038
1125,1.8614255067316468,7,39,5,11,13,22.337106080779762
11862,11.159754299407334,36,32,7,2,2,22.319508598814668
1430,2.34853210557892,8,35,6,8,11,22.31105500299974
973,2.6243636184916967,7,31,5,7,10,22.307090757179424
1993,5.5722099201271105,10,24,18,4,4,22.288839680508442
11839,14.851362718224213,36,31,3,1,2,22.27704407733632
5422,7.423311064442919,19,25,8,3,3,22.269933193328757
783,4.048794575791385,7,21,5,6,5,22.26837016685262
1624,4.047454296009217,9,25,10,4,7,22.260998628050693
1265,3.710074095601789,8,26,12,5,7,22.260444573610734
11482,14.834783250583659,35,32,7,1,2,22.25217487587549
1935,8.897236901279008,10,21,17,2,3,22.24309225319752
1010,2.3408295826141283,7,33,4,9,10,22.23788103483422
11164,6.351966454734264,34,35,12,3,4,22.23188259156992
11867,11.102351055904597,36,32,12,2,2,22.204702111809194
5928,4.440375950856191,20,32,1,4,6,22.201879754280952
518,1.849498635263945,6,27,6,9,15,22.19398362316734
5096,5.540461325775247,18,28,5,4,4,22.16184530310099
2384,5.539709315901575,11,25,10,4,4,22.1588372636063
11932,7.383815500105673,36,36,1,3,3,22.151446500317018
9709,6.32766448039989,30,36,1,3,4,22.146825681399616
10380,7.380961016435769,32,32,7,3,3,22.142883049307308
998,2.6036818705156386,7,32,11,7,10,22.131295899382927
977,2.6035057218495252,7,31,9,7,10,22.129798635720963
1090,2.1060382833727647,7,37,8,10,11,22.11340197541403
8164,8.843752994172414,26,29,14,4,1,22.109382485431034
1992,5.526490895784388,10,24,17,4,4,22.10596358313755
516,1.8417539753777201,6,27,4,9,15,22.10104770453264
2816,3.1559285316841104,12,28,5,6,8,22.09149972178877
1956,7.353405166243049,10,22,19,3,3,22.060215498729146
1224,4.0100235926728365,8,24,9,4,7,22.055129759700602
10423,5.505508839529669,32,34,12,4,4,22.022035358118675
12294,6.285797179009334,37,36,2,3,4,22.00029012653267
1032,1.8322705693376986,7,34,7,12,12,21.987246832052385
11923,8.788965361381624,36,35,11,3,2,21.972413403454063
10387,7.321005367191057,32,32,14,3,3,21.96301610157317
1323,2.439751347046834,8,29,13,9,9,21.957762123421507
4314,4.879136960800948,16,27,2,4,5,21.956116323604267
1807,2.3088554201157754,9,35,3,8,11,21.934126491099867
4313,4.8673050243277265,16,27,1,4,5,21.90287260947477
12625,8.756685897794352,38,36,10,1,4,21.89171474448588
919,2.918729693116885,7,28,8,6,9,21.890472698376637
12544,14.589124920177648,38,32,5,2,1,21.883687380266473
11483,14.586770374448282,35,32,8,1,2,21.880155561672424
974,2.568472620398684,7,31,6,7,10,21.832017273388814
2130,2.728001555276533,10,32,3,8,8,21.824012442212265
5094,5.45445638869237,18,28,3,4,4,21.81782555476948
1228,3.964345736810605,8,24,13,4,7,21.803901552458328
502,1.9820717647667518,6,26,9,8,14,21.80278941243427
2370,5.445891792047326,11,24,15,3,5,21.783567168189304
3161,4.354934252005922,13,26,8,6,4,21.77467126002961
9766,5.440629086006217,30,39,1,4,4,21.762516344024867
1048,1.812684732564512,7,35,4,12,12,21.752216790774142
2458,3.621330373435182,11,29,8,6,6,21.72798224061109
4316,4.826623124270309,16,27,4,4,5,21.719804059216393
962,2.7136532558522157,7,30,13,7,9,21.709226046817726
7043,6.197926516962527,23,30,14,5,2,21.692742809368845
923,2.8916091083693103,7,28,12,6,9,21.687068312769828
2004,3.94160440591879,10,25,10,4,7,21.678824232553346
2460,3.608112125273803,11,29,10,6,6,21.64867275164282
12578,8.658083230083594,38,34,1,3,2,21.645208075208984
11842,14.42702883479347,36,31,6,1,2,21.640543252190206
12262,14.416641963373092,37,34,8,2,1,21.624962945059636
3287,3.3190578591747433,13,33,1,7,6,21.57387608463583
3230,3.0779819831426387,13,30,1,7,7,21.54587388199847
2399,4.7876923331614405,11,26,6,5,4,21.54461549922648
1107,1.8727684767689645,7,38,6,11,12,21.53683748284309
2021,3.3124522929096027,10,26,8,5,8,21.53093990391242
520,1.7935171603773128,6,27,8,9,15,21.522205924527753
8168,8.608260313683576,26,29,18,4,1,21.52065078420894
764,3.907617682496791,7,20,5,5,6,21.49189725373235
8897,4.298096104750466,28,31,6,5,5,21.490480523752332
2462,3.580673067562242,11,29,12,6,6,21.484038405373454
1283,3.580300989622451,8,27,11,5,7,21.481805937734705
9281,4.769985796486228,29,31,10,5,4,21.464936084188025
450,2.6821340304848826,6,23,14,6,10,21.45707224387906
1634,3.575659062581381,9,26,1,5,7,21.453954375488287
1012,2.258010760104906,7,33,6,9,10,21.45110222099661
9728,5.361269835426706,30,37,1,4,4,21.445079341706823
920,2.8536988319549117,7,28,9,6,9,21.402741239661836
1304,3.055015669137172,8,28,13,6,8,21.385109683960202
1994,5.345596254659506,10,24,19,4,4,21.382385018638026
12241,10.68788618634878,37,33,6,2,2,21.37577237269756
1222,3.884963956313398,8,24,7,4,7,21.36730175972369
5798,7.108477446288377,20,25,4,3,3,21.32543233886513
5785,8.527016433627292,20,24,10,2,3,21.317541084068232
991,2.507671174507928,7,32,4,7,10,21.315204983317386
2417,4.262626143045175,11,27,5,5,5,21.313130715225874
2400,4.733580258060687,11,26,7,5,4,21.30111116127309
2058,2.8394164320609443,10,28,7,7,8,21.295623240457083
11155,6.082517837450513,34,35,3,3,4,21.288812431076796
1990,5.297895774070787,10,24,15,4,4,21.191583096283146
1619,3.846249230795927,9,25,5,4,7,21.1543707693776
2131,2.6442765942715845,10,32,4,8,8,21.154212754172676
4315,4.6997739180155085,16,27,3,4,5,21.14898263106979
2005,3.8439562031884775,10,25,11,4,7,21.141759117536626
995,2.4868132778657563,7,32,8,7,10,21.13791286185893
1230,3.8412662164129903,8,24,15,4,7,21.126964190271448
1716,2.346771785297555,9,30,7,9,9,21.120946067677995
2455,3.5194025284723582,11,29,5,6,6,21.11641517083415
11153,6.030345461209334,34,35,1,3,4,21.10620911423267
976,2.4817398463357834,7,31,8,7,10,21.09478869385416
819,3.0130485662188073,7,23,3,7,7,21.091339963531652
1254,3.5150977922468956,8,26,1,5,7,21.090586753481375
503,1.916673956448,6,26,10,8,14,21.083413520928
5799,7.023050150694564,20,25,5,3,3,21.06915045208369
1954,7.022658534806024,10,22,17,3,3,21.067975604418073
5567,4.21272244820152,19,33,1,5,5,21.063612241007597
1733,2.216285323531295,9,31,5,10,9,21.054710573547304
12673,7.018047152749202,38,39,1,3,3,21.054141458247607
2418,4.208514067944423,11,27,6,5,5,21.04257033972211
12978,8.41533211679493,39,38,2,2,3,21.038330291987325
8171,7.006774664741017,26,30,2,4,2,21.02032399422305
2443,3.232692311480435,11,28,12,7,6,21.012500024622828
11863,10.503861620219354,36,32,8,2,2,21.007723240438708
1033,1.7497340730397986,7,34,8,12,12,20.996808876477584
2439,3.229222464088213,11,28,8,7,6,20.989946016573384
2367,5.24467078259064,11,24,12,3,5,20.97868313036256
129,1.824210657581529,5,26,16,11,12,20.978422562187582
925,2.794816462970051,7,28,14,6,9,20.961123472275382
12248,10.447729367251457,37,33,13,2,2,20.895458734502913
2059,2.7832473155386457,10,28,8,7,8,20.874354866539843
3610,3.478278845194846,14,30,1,6,6,20.869673071169075
992,2.4517801764149154,7,32,5,7,10,20.84013149952678
1621,3.7886179627560965,9,25,7,4,7,20.83739879515853
837,2.7752645279974955,7,24,2,7,8,20.814483959981217
5443,4.623900757744087,19,26,10,5,4,20.807553409848392
1266,3.4677942866556997,8,26,13,5,7,20.806765719934198
331,1.2999090947908938,5,37,9,15,17,20.7985455166543
2295,5.193500297151609,11,20,16,3,5,20.774001188606437
9348,4.614045441711983,29,35,1,4,5,20.763204487703923
1714,2.30595739642772,9,30,5,9,9,20.753616567849477
11572,4.611830387164414,35,37,2,3,6,20.753236742239864
521,1.724261262570673,6,27,9,9,15,20.691135150848076
12546,13.789843860045423,38,32,7,2,1,20.684765790068134
922,2.756014601353657,7,28,11,6,9,20.67010951015243
8554,4.131522524670594,27,32,5,5,5,20.65761262335297
8553,4.12637518957755,27,32,4,5,5,20.63187594788775
11488,13.747277203003549,35,32,13,1,2,20.620915804505323
7032,5.889562447859231,23,30,3,5,2,20.613468567507308
10433,10.30230797286713,32,35,3,2,2,20.60461594573426
55,1.7168959386154852,5,22,18,12,12,20.602751263385823
56,1.7158470511350412,5,22,19,12,12,20.590164613620495
9278,4.572060216277143,29,31,7,5,4,20.574270973247145
2834,3.4249671935043704,12,29,4,6,6,20.549803161026222
5950,3.4234758642493786,20,33,4,5,7,20.54085518549627
802,3.422943629652468,7,22,5,7,5,20.537661777914806
1988,5.132799713791121,10,24,13,4,4,20.531198855164483
2801,3.7327568084667155,12,27,9,6,5,20.530162446566937
1174,3.73101808470703,8,21,16,6,5,20.520599465888665
1900,6.836059007333241,10,20,1,2,4,20.508177021999725
2291,5.125816762239191,11,20,12,3,5,20.503267048956765
9280,4.556012196260192,29,31,9,5,4,20.502054883170864
369,1.2807199208317273,5,39,9,16,16,20.491518733307636
2456,3.4106089024312585,11,29,6,6,6,20.46365341458755
1231,3.7132952205272893,8,24,16,4,7,20.423123712900093
1225,3.712868686712757,8,24,10,4,7,20.420777776920165
1952,6.80253047273139,10,22,15,3,3,20.40759141819417
9642,5.100802905446216,30,32,10,5,3,20.403211621784862
7467,3.709514073038214,24,33,1,4,7,20.402327401710178
94,1.6991994015074046,5,24,19,12,12,20.390392818088856
6184,10.192029381203756,21,25,10,3,1,20.384058762407513
5427,6.794165596434905,19,25,13,3,3,20.382496789304714
12902,20.377691406838245,39,34,2,1,1,20.377691406838245
111,1.771846898060778,5,25,17,11,12,20.376239327698947
10831,4.071354944004137,33,37,2,4,6,20.356774720020688
1015,2.1420334251937874,7,33,9,9,10,20.34931753934098
10018,4.068593696938902,31,33,6,4,6,20.34296848469451
1221,3.694848090242713,8,24,6,4,7,20.321664496334922
1273,3.382088528720258,8,27,1,5,7,20.292531172321546
1617,3.6850647507395173,9,25,3,4,7,20.267856129067347
4614,10.126887483804236,17,22,17,1,3,20.25377496760847
1615,3.6805505761245665,9,25,1,4,7,20.243028168685115
11143,6.7462523978574165,34,34,10,3,3,20.238757193572248
11489,13.477270294098387,35,32,14,1,2,20.21590544114758
618,1.6165266420527666,6,32,11,10,15,20.206583025659583
2560,3.365437069442362,11,34,15,4,8,20.192622416654174
1267,3.365417484841065,8,26,14,5,7,20.19250490904639
3861,5.769216505069627,15,23,5,3,4,20.192257767743694
5371,10.09353602097386,19,22,14,2,2,20.18707204194772
5858,5.765830436765479,20,28,7,4,3,20.18040652867918
7771,8.070428163969542,25,29,1,4,1,20.176070409923852
1264,3.36123744430743,8,26,11,5,7,20.167424665844578
487,2.016715908967209,6,25,13,7,13,20.16715908967209
7816,6.7214059148674625,25,31,8,3,3,20.16421774460239
3611,3.3597127182952913,14,30,2,6,6,20.158276309771747
1906,6.718899510579537,10,20,7,2,4,20.156698531738613
2292,5.035629982399518,11,20,13,3,5,20.142519929598073
7812,6.710489059952009,25,31,4,3,3,20.131467179856024
36,1.6087720362811881,5,21,18,12,13,20.109650453514853
1692,2.5134146996000766,9,29,2,7,9,20.107317596800613
2368,5.026522440979614,11,24,13,3,5,20.106089763918455
994,2.365047402352015,7,32,7,7,10,20.102902919992125
12261,13.387717943765976,37,34,7,2,1,20.081576915648963
12883,13.386487124893229,39,33,2,2,1,20.079730687339843
1050,1.673036166407333,7,35,6,12,12,20.076433996887996
3897,4.457078123628996,15,25,3,3,6,20.056851556330482
7813,6.684789460952249,25,31,5,3,3,20.054368382856747
5784,8.021606107678563,20,24,9,2,3,20.05401526919641
3249,2.6738477638216946,13,31,1,7,8,20.05385822866271
2381,5.01023578827006,11,25,7,4,4,20.04094315308024
12638,8.015942912304384,38,37,4,2,3,20.03985728076096
1284,3.3380211806763613,8,27,12,5,7,20.02812708405817
12626,8.009598883658139,38,36,11,1,4,20.02399720914535
12285,10.000409841799938,37,35,12,1,3,20.000819683599875
12903,19.983332469680494,39,34,3,1,1,19.983332469680494
1989,4.995776166965595,10,24,14,4,4,19.98310466786238
2365,4.991458745119034,11,24,10,3,5,19.965834980476135
2812,2.8513094402754082,12,28,1,6,8,19.959166081927858
11935,6.651841835785413,36,36,4,3,3,19.955525507356242
11838,13.298847667454151,36,31,2,1,2,19.948271501181225
2817,2.8469313726098227,12,28,6,6,8,19.928519608268758
8161,7.9612270265152345,26,29,11,4,1,19.903067566288087
784,3.613885721407927,7,21,6,6,5,19.8763714677436
1953,6.619832425484224,10,22,16,3,3,19.85949727645267
8896,3.9656119093813786,28,31,5,5,5,19.828059546906893
7468,3.6027631432553853,24,33,2,4,7,19.81519728790462
1717,2.2003289347551194,9,30,8,9,9,19.802960412796075
12312,5.655345013008691,37,37,1,3,4,19.793707545530417
1626,3.596159522917096,9,25,12,4,7,19.77887737604403
10378,6.591565514817437,32,32,5,3,3,19.77469654445231
2382,4.942595697767689,11,25,8,4,4,19.770382791070755
2114,2.19219190207912,10,31,6,9,9,19.72972711871208
11535,6.568028492611709,35,35,3,3,3,19.704085477835125
1169,3.57705352174552,8,21,11,6,5,19.67379436960036
5444,4.3679403369357255,19,26,11,5,4,19.655731516210764
7486,3.927308553791202,24,34,1,4,6,19.63654276895601
4655,4.907055865245194,17,25,1,3,5,19.628223460980777
1911,6.540766272501659,10,20,12,2,4,19.622298817504976
924,2.616184329906391,7,28,13,6,9,19.621382474297935
2442,3.0168967941572205,11,28,11,7,6,19.60982916202193
8540,6.534954923345479,27,31,10,3,3,19.604864770036436
1331,2.063293654073183,8,30,2,8,11,19.601289713695238
5840,6.5311326822361195,20,27,8,3,3,19.59339804670836
7418,4.894134001688452,24,30,9,5,3,19.57653600675381
1176,3.558706765972174,8,21,18,6,5,19.572887212846958
955,2.445564609242243,7,30,6,7,9,19.564516873937944
2440,3.0054079775245355,11,28,9,7,6,19.53515185390948
7420,4.882846914998258,24,30,11,5,3,19.531387659993033
2712,5.5774713459336285,12,22,15,3,4,19.5211497107677
2813,2.7873165159619933,12,28,2,6,8,19.511215611733952
11144,6.501014463059815,34,34,11,3,3,19.503043389179446
4652,5.5706579235840685,17,24,17,3,4,19.49730273254424
959,2.43709746213433,7,30,10,7,9,19.49677969707464
4650,5.565255257581601,17,24,15,3,4,19.478393401535605
1259,3.2435334032890033,8,26,6,5,7,19.46120041973402
1674,2.5946656315314063,9,28,3,7,8,19.459992236485547
3555,3.5364159937415494,14,27,3,5,6,19.45028796557852
2366,4.861261152301357,11,24,11,3,5,19.44504460920543
1161,3.533242443269474,8,21,3,6,5,19.432833437982108
2444,2.9894577364456594,11,28,13,7,6,19.431475286896784
1734,2.045024360322821,9,31,6,10,9,19.4277314230668
8170,6.471697728897777,26,30,1,4,2,19.41509318669333
1285,3.2356443788617275,8,27,13,5,7,19.413866273170363
979,2.2839183225132698,7,31,11,7,10,19.413305741362795
9639,4.851741805433263,30,32,7,5,3,19.40696722173305
35,1.552003405313737,5,21,17,12,13,19.400042566421714
11125,6.463042981300219,34,33,11,3,3,19.389128943900655
1282,3.2314643383280917,8,27,10,5,7,19.38878602996855
1616,3.5237996187680936,9,25,2,4,7,19.380897903224515
8173,6.453778632378607,26,30,4,4,2,19.36133589713582
2676,6.448203991181256,12,20,17,2,4,19.344611973543767
3473,5.518354503578898,14,22,16,4,3,19.314240762526143
4613,9.655130204913055,17,22,16,1,3,19.31026040982611
8174,6.434503931526568,26,30,5,4,2,19.303511794579705
1332,2.0277050385380275,8,30,3,8,11,19.263197866111263
1322,2.138239320501925,8,29,12,9,9,19.244153884517324
7767,5.497361767380035,25,28,16,5,2,19.24076618583012
2294,4.810090666862327,11,20,15,3,5,19.240362667449308
3143,3.847453662112714,13,25,9,5,5,19.237268310563568
5854,5.488660144944542,20,28,3,4,3,19.2103105073059
10407,4.268913454415831,32,33,15,5,4,19.210110544871238
7413,4.802329903448836,24,30,4,5,3,19.209319613795344
12570,12.801180798342948,38,33,12,2,1,19.20177119751442
1732,2.0204301396511775,9,31,4,10,9,19.194086326686186
9977,7.6771147266044615,31,31,3,3,2,19.192786816511152
1905,6.397564601879653,10,20,6,2,4,19.19269380563896
1164,3.4887742550347864,8,21,6,6,5,19.188258402691325
11837,12.780193915754046,36,31,1,1,2,19.170290873631068
11486,12.779677672165546,35,32,11,1,2,19.169516508248318
1163,3.4848707419883342,8,21,5,6,5,19.16678908093584
1330,2.0149017314328104,8,30,1,8,11,19.141566448611698
961,2.3917669920032254,7,30,12,7,9,19.134135936025803
3472,5.465673279245318,14,22,15,4,3,19.129856477358615
1260,3.1876084389174206,8,26,7,5,7,19.125650633504524
956,2.3896736111492296,7,30,7,7,9,19.117388889193837
8876,5.458679740360838,28,30,4,3,4,19.105379091262932
2039,2.7286659260319888,10,27,7,6,8,19.10066148222392
5412,7.635605822935817,19,24,17,3,2,19.089014557339542
5780,7.634898189670736,20,24,5,2,3,19.08724547417684
1051,1.5904996701094327,7,35,7,12,12,19.085996041313194
9367,4.240420375330254,29,36,1,4,5,19.081891688986143
765,3.467554132330136,7,20,6,5,6,19.071547727815748
11915,7.626930405349147,36,35,3,3,2,19.067326013372867
5859,5.445879926712656,20,28,8,4,3,19.060579743494294
8931,3.812029937942056,28,33,2,5,5,19.06014968971028
11908,6.346988479796102,36,34,15,4,2,19.040965439388305
1071,1.7273892387535068,7,36,8,11,11,19.001281626288574
7448,5.420190804120429,24,32,1,3,4,18.9706678144215
5841,6.322680379238106,20,27,9,3,3,18.968041137714316
5549,4.74083223461868,19,32,2,4,4,18.96332893847472
1258,3.1593701819768656,8,26,5,5,7,18.956221091861195
10377,6.313537140585428,32,32,4,3,3,18.940611421756284
11534,6.309207287315369,35,35,2,3,3,18.927621861946108
8546,6.305049565810878,27,31,16,3,3,18.915148697432635
8199,4.724176934129722,26,31,11,5,3,18.896707736518888
7362,6.294469177173561,24,27,10,4,2,18.88340753152068
11154,5.3945183452153875,34,35,2,3,4,18.880814208253856
2115,2.097652293435769,10,31,7,9,9,18.87887064092192
11110,7.5509134184856235,34,32,15,2,3,18.87728354621406
5781,7.5464360535973425,20,24,6,2,3,18.866090133993357
9637,4.712569703723682,30,32,5,5,3,18.85027881489473
11080,12.55842216994665,34,31,4,2,1,18.837633254919975
12244,9.415231997410471,37,33,9,2,2,18.830463994820942
4611,9.405616075496589,17,22,14,1,3,18.811232150993177
3843,5.368235008484276,15,22,6,3,4,18.788822529694965
8514,6.2605799448922435,27,30,3,2,4,18.78173983467673
5857,5.362353540077924,20,28,6,4,3,18.768237390272734
1693,2.343611878046532,9,29,3,7,9,18.748895024372256
12882,12.495099657288861,39,33,1,2,1,18.742649485933292
5807,6.246713198146817,20,25,13,3,3,18.74013959444045
2730,6.239961461694488,12,23,14,2,4,18.719884385083464
1627,3.4031476344538785,9,25,13,4,7,18.71731198949633
7414,4.677258505015434,24,30,5,5,3,18.709034020061736
2453,3.1173264137007566,11,29,3,6,6,18.70395848220454
8515,6.230896906392906,27,30,4,2,4,18.692690719178717
7210,5.3353304862631274,23,39,10,2,5,18.673656701920947
1277,3.1105241397623646,8,27,5,5,7,18.663144838574187
5856,5.331233985085702,20,28,5,4,3,18.659318947799957
11126,6.217805046502616,34,33,12,3,3,18.65341513950785
9597,6.214639469559368,30,30,3,3,3,18.643918408678104
1691,2.3271185308738023,9,29,1,7,9,18.616948246990418
504,1.6905111732089078,6,26,11,8,14,18.595622905297986
1014,1.9564685658196472,7,33,8,9,10,18.58645137528665
1171,3.3789502346380327,8,21,13,6,5,18.58422629050918
11907,6.193479137015631,36,34,14,4,2,18.580437411046894
2437,2.857019146929708,11,28,6,7,6,18.570624455043102
451,2.3205002871845672,6,23,15,6,10,18.564002297476538
1445,1.954017279815256,8,36,2,8,11,18.56316415824493
5442,4.1188213425252265,19,26,9,5,4,18.534696041363517
11914,7.408093078266558,36,35,2,3,2,18.520232695666394
5853,5.289935954218194,20,28,2,4,3,18.51477583976368
11890,7.4049507426422645,36,33,16,2,3,18.512376856605663
126,1.6087484379680221,5,26,13,11,12,18.500607036632253
3212,3.0808073437559327,13,29,2,7,5,18.484844062535597
8187,6.154841256036394,26,30,18,4,2,18.46452376810918
997,2.1716723750334164,7,32,10,7,10,18.45921518778404
2800,3.355004014623433,12,27,8,6,5,18.45252208042888
3159,3.686669520141013,13,26,6,6,4,18.433347600705066
820,2.6311467889416185,7,23,4,7,7,18.41802752259133
1909,6.139230873955539,10,20,10,2,4,18.417692621866614
2454,3.0694022992597194,11,29,4,6,6,18.416413795558316
5370,9.190337343138028,19,22,13,2,2,18.380674686276055
958,2.2952608390353957,7,30,9,7,9,18.362086712283165
11545,6.120465939443269,35,35,13,3,3,18.361397818329806
3211,3.0586732909978336,13,29,1,7,5,18.352039745987
1177,3.3359333683889276,8,21,19,6,5,18.347633526139102
1278,3.054599175390782,8,27,6,5,7,18.32759505234469
4656,4.571034778349527,17,25,2,3,5,18.28413911339811
1168,3.323675095164749,8,21,10,6,5,18.28021302340612
522,1.5232276746840876,6,27,10,9,15,18.27873209620905
4649,5.2205926288294355,17,24,14,3,4,18.272074200903024
5852,5.219391352258296,20,28,1,4,3,18.267869732904035
874,2.607580529658985,7,26,1,6,8,18.253063707612895
5808,6.077657320965468,20,25,14,3,3,18.232971962896404
742,1.257356195618613,6,39,2,14,15,18.23166483646989
1262,3.0376100807783994,8,26,9,5,7,18.225660484670396
8899,3.6373235567245374,28,31,8,5,5,18.186617783622687
1675,2.4248628099778613,9,28,4,7,8,18.18647107483396
1276,3.0263609184502274,8,27,4,5,7,18.158165510701366
2363,4.536519997984105,11,24,8,3,5,18.14607999193642
3819,7.250042269041344,15,21,1,1,4,18.12510567260336
10773,6.039937271405157,33,34,1,4,2,18.11981181421547
11889,7.245014366537535,36,33,15,2,3,18.112535916343838
10744,12.046108221205682,33,32,10,1,2,18.06916233180852
3160,3.6131967906581166,13,26,7,6,4,18.065983953290583
1735,1.898581509780385,9,31,7,10,9,18.03652434291366
11115,6.009254293463003,34,33,1,3,3,18.02776288038901
12588,7.207858567655992,38,34,11,3,2,18.01964641913998
978,2.11895433914064,7,31,10,7,10,18.01111188269544
5839,5.993163531371668,20,27,7,3,3,17.979490594115003
10778,5.992193136811047,33,34,6,4,2,17.976579410433143
6175,8.986547370257213,21,25,1,3,1,17.973094740514426
8151,7.188548704314898,26,29,1,4,1,17.971371760787246
2438,2.763767465251167,11,28,7,7,6,17.964488524132584
838,2.393362750720306,7,24,3,7,8,17.950220630402296
1903,5.976494323221361,10,20,4,2,4,17.929482969664086
108,1.557533311832131,5,25,14,11,12,17.911633086069507
7017,7.16406901797175,23,29,7,4,1,17.910172544929374
11953,4.476115074091512,36,37,3,3,5,17.904460296366047
1901,5.9650722811203964,10,20,2,2,4,17.89521684336119
1673,2.3850824446179653,9,28,2,7,8,17.88811833463474
8157,7.154502680967416,26,29,7,4,1,17.88625670241854
1072,1.6231132999108995,7,36,9,11,11,17.854246299019895
7381,5.947664940195309,24,28,10,4,2,17.842994820585925
9768,4.457180767258817,30,39,3,4,4,17.828723069035266
1373,1.7824598606525326,8,32,6,9,11,17.824598606525328
617,1.4259222222057988,6,32,10,10,15,17.824027777572486
5912,3.564234383885966,20,31,4,5,5,17.82117191942983
9430,5.090880177542352,29,39,7,3,4,17.81808062139823
75,1.4836925660370686,5,23,19,12,12,17.804310792444824
125,1.5470602333360044,5,26,12,11,12,17.791192683364052
2364,4.446333218144432,11,24,9,3,5,17.78533287257773
12904,17.782668757862695,39,34,4,1,1,17.782668757862695
2668,5.923728792670043,12,20,9,2,4,17.77118637801013
1257,2.959151552870356,8,26,4,5,7,17.754909317222136
9710,5.069941483728854,30,36,2,3,4,17.74479519305099
11917,7.0883706502875246,36,35,5,3,2,17.72092662571881
855,2.5307472732154856,7,25,1,6,8,17.7152309125084
3471,5.059671907317176,14,22,14,4,3,17.708851675610116
1769,1.7680701947561293,9,33,3,9,11,17.680701947561293
1261,2.941719573222936,8,26,8,5,7,17.650317439337616
5369,8.816066211236272,19,22,12,2,2,17.632132422472544
8192,4.4055592993594,26,31,4,5,3,17.6222371974376
960,2.2010190749877894,7,30,11,7,9,17.608152599902315
5548,4.3995837341728965,19,32,1,4,4,17.598334936691586
5913,3.5195617886968384,20,31,5,5,5,17.597808943484193
2673,5.84781508282095,12,20,14,2,4,17.54344524846285
2669,5.839655010966556,12,20,10,2,4,17.51896503289967
4299,3.8929318632704284,16,26,6,4,5,17.518193384716927
1913,5.837211721144126,10,20,14,2,4,17.511635163432377
748,1.2060438121198007,6,39,8,14,15,17.48763527573711
1280,2.9078369747990616,8,27,8,5,7,17.44702184879437
5838,5.805079598719828,20,27,6,3,3,17.415238796159482
5015,5.797586733208008,18,23,19,3,3,17.392760199624025
1672,2.3176888420162713,9,28,1,7,8,17.382666315122034
2831,2.8935169832041865,12,29,1,6,6,17.36110189922512
1336,1.823947616201734,8,30,7,8,11,17.327502353916472
10375,5.773201569547172,32,32,2,3,3,17.319604708641517
9769,4.329376597981683,30,39,4,4,4,17.31750639192673
1924,6.923888737995863,10,21,6,2,3,17.30972184498966
9329,2.8839287144407715,29,34,1,6,6,17.30357228664463
1337,1.82131996279714,8,30,8,8,11,17.30253964657283
12568,11.513481548014923,38,33,10,2,1,17.270222322022384
1929,6.892450381353927,10,21,11,2,3,17.23112595338482
5835,5.742054965634686,20,27,3,3,3,17.22616489690406
10745,11.478135684330413,33,32,11,1,2,17.21720352649562
2675,5.737884719318361,12,20,16,2,4,17.213654157955084
