,maxx,i,j,q,orders_long,orders_short,alpha
4719,14.850694313537751,17,28,8,4,5,66.82812441091988
8313,22.273920861219544,26,37,11,2,4,66.82176258365863
9316,12.144410098875332,29,33,7,7,4,66.79425554381433
1742,7.030795878991728,9,31,14,10,9,66.79256085042141
3512,14.836572774341217,14,24,17,5,4,66.76457748453548
5614,11.125382712594176,19,35,10,4,8,66.75229627556506
5625,14.833627639558673,19,36,2,3,6,66.75132437801403
3246,9.527817212778675,13,30,17,7,7,66.69472048945073
4737,13.333294734227477,17,29,7,4,6,66.66647367113738
2224,7.84166761296907,10,37,2,6,11,66.6541747102371
8962,12.112386036277616,28,34,14,5,6,66.61812319952689
3371,9.514362260658187,13,37,9,6,8,66.6005358246073
3164,13.317935851127615,13,26,11,6,4,66.58967925563807
8686,13.314387573471043,27,39,4,4,6,66.57193786735522
9377,14.786530527115039,29,36,11,4,5,66.53938737201767
3890,16.618154928326533,15,24,15,3,5,66.47261971330613
3254,8.859874693228031,13,31,6,7,8,66.44906019921024
3979,16.608304389474167,15,29,9,4,4,66.43321755789667
9682,16.605269098541207,30,34,12,3,5,66.42107639416483
10461,16.59098097315632,32,36,12,3,5,66.36392389262528
3909,14.739347615895495,15,25,15,3,6,66.32706427152972
5626,14.735855902150046,19,36,3,3,6,66.3113515596752
4685,16.57381993828966,17,26,12,3,5,66.29527975315864
7853,13.249736318905997,25,33,7,6,4,66.24868159452998
11177,16.55865782184989,34,36,6,2,6,66.23463128739957
8981,13.23892869083085,28,35,14,4,6,66.19464345415425
5569,13.236737923830056,19,33,3,5,5,66.18368961915027
9718,18.879265255993484,30,36,10,3,4,66.0774283959772
5587,12.00948383128673,19,34,2,6,5,66.05216107207701
243,4.716870482539977,5,32,16,12,16,66.03618675555968
7929,18.86219516726908,25,37,7,3,4,66.01768308544177
5256,11.999483755947603,18,36,13,6,5,65.99716065771182
6413,14.66000116363798,21,37,11,4,5,65.97000523637091
5612,10.994404050420412,19,35,8,4,8,65.96642430252247
7931,18.847263361637292,25,37,9,3,4,65.96542176573053
5136,13.179212452103783,18,30,7,6,4,65.89606226051892
3279,10.12612355522419,13,32,12,7,6,65.81980310895723
5537,14.620490692760841,19,31,9,5,4,65.79220811742378
2155,8.220825545908097,10,33,9,7,9,65.76660436726478
3986,16.43318360339881,15,29,16,4,4,65.73273441359524
7925,18.778334661579898,25,37,3,3,4,65.72417131552965
2154,8.208970987898532,10,33,8,7,9,65.67176790318825
5969,11.939868015965938,20,34,4,3,8,65.66927408781267
2226,7.722155617828425,10,37,4,6,11,65.63832275154161
1056,5.4693634111633544,7,35,12,12,12,65.63236093396026
1814,6.90450929164174,9,35,10,8,11,65.59283827059653
3328,10.080751700120238,13,35,4,7,6,65.52488605078155
11995,18.715421857841605,36,39,7,3,4,65.50397650244562
3746,7.705037079232306,14,37,4,9,8,65.4928151734746
4049,10.908216805313842,15,33,3,6,6,65.44930083188305
3189,13.087728435816912,13,27,17,6,4,65.43864217908455
11198,16.358201200118945,34,37,8,2,6,65.43280480047578
8689,13.080653215610202,27,39,7,4,6,65.403266078051
4301,14.532322837043843,16,26,8,4,5,65.39545276669729
4778,11.886064265480455,17,31,10,6,5,65.3733534601425
3387,7.690676766253524,13,38,6,8,9,65.37075251315495
5212,11.874024505203733,18,34,7,6,5,65.30713477862054
3889,16.32499058141623,15,24,14,3,5,65.29996232566492
11955,16.323082888452063,36,37,5,3,5,65.29233155380825
3325,10.038591930107078,13,35,1,7,6,65.250847545696
2227,7.673891550600896,10,37,5,6,11,65.22807818010762
4442,16.306638994460286,16,33,16,4,4,65.22655597784114
5551,16.299535980178177,19,32,4,4,4,65.19814392071271
9301,11.851268520249434,29,32,11,7,4,65.18197686137188
6651,21.720268597721777,22,30,2,5,1,65.16080579316534
4683,16.2897735905122,17,26,10,3,5,65.1590943620488
9703,16.28472290180673,30,35,14,3,5,65.13889160722692
4302,14.47193573934522,16,26,9,4,5,65.12371082705349
8942,13.00459197200032,28,33,13,5,5,65.0229598600016
2499,10.834375600615518,11,31,11,5,7,65.00625360369311
3987,16.248830268403797,15,29,17,4,4,64.99532107361519
4303,14.428539958258051,16,26,10,4,5,64.92842981216123
3750,7.638206733213977,14,37,8,9,8,64.9247572323188
10110,21.637510667547055,31,38,3,1,5,64.91253200264117
11215,12.982500004992298,34,38,6,4,6,64.91250002496149
3217,10.81868043258888,13,29,7,7,5,64.91208259553329
6602,25.959728348681328,22,27,10,4,1,64.89932087170332
2483,10.816332048613036,11,30,14,5,7,64.89799229167822
3908,14.42167307418813,15,25,14,3,6,64.89752883384658
6312,12.975428430349673,21,32,5,7,3,64.87714215174836
187,5.1893082874025565,5,29,17,11,14,64.86635359253195
7442,18.5213786290909,24,31,14,3,4,64.82482520181816
6673,14.384074384255834,22,31,5,6,3,64.72833472915126
10817,14.377170690762126,33,36,7,4,5,64.69726810842957
2225,7.593164476486279,10,37,3,6,11,64.54189805013337
3997,16.134248429583128,15,30,8,4,4,64.53699371833251
8939,12.8969095673399,28,33,10,5,5,64.4845478366995
10132,21.485884669446342,31,39,6,1,5,64.45765400833903
5134,12.88395634740261,18,30,5,6,4,64.41978173701304
2156,8.048745127914234,10,33,10,7,9,64.38996102331387
11179,16.09370231212739,34,36,8,2,6,64.37480924850956
3205,12.874111448197098,13,28,14,6,4,64.37055724098549
2208,8.579818860467874,10,36,5,6,9,64.34864145350906
1761,6.772955144433677,9,32,14,9,10,64.34307387211993
2484,10.720668146428888,11,30,15,5,7,64.32400887857332
1490,5.841247996363203,8,38,9,9,13,64.25372795999523
6256,18.34978181463146,21,29,6,5,2,64.22423635121011
1762,6.758818596013468,9,32,15,9,10,64.20877666212795
6411,14.266678393561142,21,37,9,4,5,64.20005277102514
4767,12.838086217543697,17,30,18,4,6,64.19043108771848
5135,12.834549823351619,18,30,6,6,4,64.1727491167581
1852,7.129088281320407,9,37,10,7,11,64.16179453188367
4765,12.828055794131293,17,30,16,4,6,64.14027897065647
4715,14.251161153465098,17,28,4,4,5,64.13022519059294
3656,10.687610371714502,14,32,9,7,5,64.12566223028702
8924,11.651868025793268,28,32,14,6,5,64.08527414186298
9711,18.307998326672397,30,36,3,3,4,64.0779941433534
9303,11.649075661773649,29,32,13,7,4,64.06991613975507
1834,7.118777569141391,9,36,11,7,11,64.06899812227252
12302,18.30344547928904,37,36,10,3,4,64.06205917751163
10131,21.345676191092146,31,39,5,1,5,64.03702857327644
3255,8.537605148111716,13,31,7,7,8,64.03203861083787
10129,21.33429420680634,31,39,3,1,5,64.00288262041903
5627,14.219055532724646,19,36,4,3,6,63.9857498972609
3313,9.140278315786107,13,34,8,7,7,63.98194821050275
2209,8.530015700438078,10,36,6,6,9,63.97511775328559
3280,9.840308735140516,13,32,13,7,6,63.962006778413354
3749,7.521692537849825,14,37,7,9,8,63.934386571723515
7446,18.246484487337106,24,31,18,3,4,63.86269570567987
12661,15.950520279297544,38,38,8,3,5,63.80208111719018
2821,9.111551281998153,12,28,10,6,8,63.78085897398707
3190,12.75427782030546,13,27,18,6,4,63.7713891015273
9343,10.621216957481183,29,34,15,6,6,63.7273017448871
2500,10.617283015708548,11,31,12,5,7,63.70369809425129
4678,15.91380860011421,17,26,5,3,5,63.65523440045684
8921,11.571017674883095,28,32,11,6,5,63.64059721185702
3405,7.484067244609527,13,39,5,9,8,63.614571579180975
3165,12.72039073218848,13,26,12,6,4,63.6019536609424
5951,10.5829236554961,20,33,5,5,7,63.497541932976596
4733,12.694163441700887,17,29,3,4,6,63.470817208504435
10819,14.103902280397584,33,36,9,4,5,63.46756026178913
7453,18.125477539312808,24,32,6,3,4,63.439171387594826
4734,12.674131098237423,17,29,4,4,6,63.370655491187115
4440,15.839628697491587,16,33,14,4,4,63.35851478996635
7926,18.1010073174325,25,37,4,3,4,63.35352561101375
6276,14.077972081322876,21,30,7,6,3,63.35087436595295
4300,14.072926240684849,16,26,7,4,5,63.32816808308182
6257,18.09066239294421,21,29,7,5,2,63.31731837530474
1862,6.027378835778106,9,38,1,8,13,63.28747777567011
3873,18.08030410302891,15,23,17,3,4,63.28106436060119
2139,7.9090131258887055,10,32,12,8,8,63.272105007109644
5190,12.644050956277212,18,33,4,5,5,63.22025478138606
5211,11.493462459462217,18,34,6,6,5,63.21404352704219
3153,12.64178379652072,13,25,19,5,5,63.2089189826036
5586,11.479523925313826,19,34,1,6,5,63.137381589226045
2228,7.427890477945895,10,37,6,6,11,63.13706906254011
6347,12.62179977847327,21,34,2,4,6,63.108998892366344
3388,7.42394395799206,13,38,7,8,9,63.103523642932515
2896,10.509312158707363,12,32,9,6,6,63.05587295224418
6294,14.01172690989078,21,31,6,6,3,63.052771094508515
1863,6.003394431825047,9,38,2,8,13,63.03564153416299
5568,12.604524770509732,19,33,2,5,5,63.02262385254866
6646,31.494356014661584,22,29,16,3,1,62.98871202932317
8607,13.990273734711685,27,35,1,2,7,62.95623180620258
3748,7.406578311718323,14,37,6,9,8,62.95591564960574
10815,13.988815182428446,33,36,5,4,5,62.94966832092801
2067,8.389801489489694,10,28,16,7,8,62.9235111711727
9016,15.7290102555867,28,37,11,3,5,62.9160410223468
6410,13.963201725771334,21,37,8,4,5,62.83440776597101
9736,15.707726214783376,30,37,9,4,4,62.830904859133504
6310,12.553232537754266,21,32,3,7,3,62.76616268877133
1760,6.60633363137558,9,32,13,9,10,62.76016949806801
1887,6.605427321578581,9,39,7,7,12,62.75155955499652
1128,5.228709802405293,7,39,8,11,13,62.74451762886351
4031,12.542593416146437,15,32,4,4,6,62.712967080732184
4048,10.44897595589043,15,33,2,6,6,62.69385573534258
2878,9.633476096123053,12,31,10,6,7,62.61759462479984
2152,7.826841086473552,10,33,6,7,9,62.614728691788414
9009,15.63045771364722,28,37,4,3,5,62.52183085458888
3638,11.355497948121032,14,31,10,6,5,62.455238714665676
2895,10.409095734397544,12,32,8,6,6,62.45457440638526
3218,10.403224252885982,13,29,8,7,5,62.41934551731589
3134,15.597118909135741,13,24,19,4,4,62.388475636542964
4047,10.39217561875983,15,33,1,6,6,62.35305371255899
6650,20.77699221794238,22,30,1,5,1,62.330976653827136
5263,11.331762531478445,18,37,1,6,5,62.32469392313145
3326,9.583640138475879,13,35,2,7,6,62.293660900093215
2846,10.379127441285812,12,29,16,6,6,62.274764647714875
2206,8.299286804991223,10,36,3,6,9,62.24465103743417
3337,9.573931830098678,13,35,13,7,6,62.230556895641406
3281,9.573364108052568,13,32,14,7,6,62.22686670234169
2247,7.317968974722282,10,38,6,7,10,62.202736285139395
2537,10.363670065704008,11,33,11,4,8,62.182020394224054
3907,13.80900069141306,15,25,13,3,6,62.14050311135877
2894,10.348458308267986,12,32,7,6,6,62.09074984960792
3150,12.414334017519272,13,25,16,5,5,62.07167008759636
8991,15.51785502460088,28,36,5,4,4,62.07142009840352
4713,13.791871983772417,17,28,2,4,5,62.06342392697587
5550,15.507666814326779,19,32,3,4,4,62.030667257307115
8665,15.505939913504216,27,38,2,3,5,62.023759654016864
2210,8.267421005487321,10,36,7,6,9,62.00565754115491
2877,9.533259671813235,12,31,9,6,7,61.96618786678603
8608,13.766519211782754,27,35,2,2,7,61.94933645302239
3674,8.242817478167536,14,33,8,8,7,61.82113108625652
2269,6.867703944863932,10,39,9,8,10,61.80933550377539
3927,12.356430203024637,15,26,14,4,6,61.78215101512318
3294,9.50266044323296,13,33,8,7,6,61.76729288101424
315,4.257880181167622,5,36,12,13,16,61.739262626930525
3855,17.638909518383127,15,22,18,3,4,61.73618331434094
5188,12.346666926498727,18,33,2,5,5,61.73333463249364
3186,12.343779794196779,13,27,14,6,4,61.71889897098389
4484,8.813155960603325,16,36,1,7,7,61.692091724223275
6274,13.702826433518537,21,30,5,6,3,61.662718950833415
2876,9.484562555821576,12,31,8,6,7,61.649656612840246
9729,15.405723447751681,30,37,2,4,4,61.622893791006724
3191,12.323374007685976,13,27,19,6,4,61.61687003842988
3872,17.60379233007815,15,23,16,3,4,61.613273155273525
2268,6.845838238905691,10,39,8,8,10,61.61254415015122
8228,13.689190322960664,26,33,2,4,5,61.60135645332299
3406,7.246971411758994,13,39,6,9,8,61.59925699995145
12662,15.394030021687117,38,38,9,3,5,61.57612008674847
2555,10.258191645869555,11,34,10,4,8,61.54914987521733
6406,13.664492772120301,21,37,4,4,5,61.49021747454135
2519,10.24824180738601,11,32,12,4,8,61.48945084431607
4679,15.370656657233,17,26,6,3,5,61.482626628932
8692,12.292608255255782,27,39,10,4,6,61.463041276278915
5133,12.286332836402778,18,30,4,6,4,61.43166418201389
6412,13.645666351790886,21,37,10,4,5,61.405498583058986
4717,13.64212405708276,17,28,6,4,5,61.38955825687242
9007,15.346616735439127,28,37,2,3,5,61.38646694175651
6311,12.27635953281601,21,32,4,7,3,61.38179766408005
6292,13.635676510446682,21,31,4,6,3,61.36054429701007
2538,10.219935074664246,11,33,12,4,8,61.319610447985475
5536,13.620004858680035,19,31,8,5,4,61.29002186406016
7440,17.491192816304835,24,31,12,3,4,61.219174857066925
5202,12.239054530602782,18,33,16,5,5,61.195272653013916
891,8.735200357757522,7,26,18,6,8,61.14640250430266
12320,17.469649830930333,37,37,9,3,4,61.143774408256164
892,8.73451142260694,7,26,19,6,8,61.14157995824857
4886,10.189992027529463,17,37,4,5,7,61.13995216517678
9389,15.278468942266619,29,37,4,4,4,61.113875769066475
2842,10.178559397672492,12,29,12,6,6,61.07135638603495
5301,13.566043872855204,18,39,1,4,5,61.04719742784842
1472,5.5482622023856685,8,37,10,9,13,61.03088422624235
3389,7.179734343895975,13,38,8,8,9,61.027741923115784
3926,12.20552702734369,15,26,13,4,6,61.02763513671845
3336,9.387465229402405,13,35,12,7,6,61.018523991115636
3133,15.254221492767,13,24,18,4,4,61.016885971068
1864,5.809819839809382,9,38,3,8,13,61.00310831799851
1886,6.41925387578452,9,39,6,7,12,60.98291181995294
5218,11.086596260311374,18,34,13,6,5,60.976279431712555
4735,12.183402443028717,17,29,5,4,6,60.917012215143586
6642,30.45596337625624,22,29,12,3,1,60.91192675251248
11180,15.226446596838159,34,36,9,2,6,60.905786387352634
4468,11.045901427420715,16,35,4,5,6,60.75245785081393
10109,20.247446403230263,31,38,2,1,5,60.74233920969079
5535,13.497117162793302,19,31,7,5,4,60.73702723256986
6249,24.287868803424814,21,28,18,3,2,60.719672008562036
2556,10.114456654829793,11,34,11,4,8,60.68673992897875
8989,15.163053819536582,28,36,3,4,4,60.65221527814633
6671,13.476089078588437,22,31,3,6,3,60.64240085364797
2520,10.104506816346248,11,32,13,4,8,60.62704089807749
2190,8.658592454149716,10,35,6,6,8,60.61014717904801
11216,12.118698515895382,34,38,7,4,6,60.59349257947691
3871,17.31062798316785,15,23,15,3,4,60.58719794108748
3532,13.458147427085116,14,25,18,5,4,60.561663421883026
5987,12.110500619826192,20,35,3,3,7,60.55250309913096
4469,11.009213318416963,16,35,5,5,6,60.5506732512933
169,5.044601627938218,5,28,18,11,13,60.53521953525862
12299,17.286825152177347,37,36,7,3,4,60.503888032620715
4670,15.12288627040228,17,25,16,3,5,60.49154508160912
7924,17.281180288743613,25,37,2,3,4,60.484131010602646
6672,13.439671775481008,22,31,4,6,3,60.47852298966453
5652,15.119335292557142,19,37,10,3,5,60.47734117022857
313,4.166568128644357,5,36,10,13,16,60.41523786534318
3277,9.294516706272278,13,32,10,7,6,60.41435859076981
908,7.549351877208308,7,27,16,6,10,60.39481501766647
5862,17.23944560956564,20,28,11,4,3,60.33805963347974
3514,13.407799666727579,14,24,19,5,4,60.33509850027411
8247,10.961791999155155,26,34,2,4,7,60.28985599535335
5189,12.057826487292244,18,33,3,5,5,60.28913243646122
2191,8.607731167854343,10,35,7,6,8,60.254118174980405
4668,15.054087225330592,17,25,14,3,5,60.21634890132237
6275,13.378903183789213,21,30,6,6,3,60.20506432705146
3204,12.038891301667519,13,28,13,6,4,60.194456508337595
10872,12.033172343361807,33,39,5,5,5,60.16586171680903
9341,10.02641368165039,29,34,13,6,6,60.158482089902336
5215,10.933312186277423,18,34,10,6,5,60.13321702452583
3977,15.029412881504422,15,29,7,4,4,60.11765152601769
4450,12.017413953090683,16,34,5,5,5,60.087069765453414
3854,17.16239774543237,15,22,17,3,4,60.06839210901329
5219,10.91658058912421,18,34,14,6,5,60.041193240183155
2898,10.0053730068505,12,32,11,6,6,60.032238041103
10480,15.002583225747223,32,37,12,3,5,60.01033290298889
4030,11.999541937409846,15,32,3,4,6,59.99770968704923
3219,9.99824279005536,13,29,9,7,5,59.98945674033216
4467,10.904872884300708,16,35,3,5,6,59.97680086365389
9299,10.89477884357821,29,32,9,7,4,59.921283639680155
6293,13.31265801235712,21,31,5,6,3,59.90696105560704
5140,11.97360533017897,18,30,11,6,4,59.86802665089485
4451,11.973388223750046,16,34,6,5,5,59.86694111875023
5210,10.883062907482719,18,34,5,6,5,59.856845991154955
9748,14.960961995937256,30,38,2,3,5,59.84384798374902
3327,9.205917915230494,13,35,3,7,6,59.838466448998204
2880,9.201528241415488,12,31,12,6,7,59.80993356920067
6784,23.899756357117376,22,37,2,2,3,59.74939089279344
5187,11.947348486205618,18,33,1,5,5,59.73674243102809
3995,14.933582199941844,15,30,6,4,4,59.734328799767376
4904,9.943521768081785,17,38,3,5,7,59.66113060849071
9397,14.913399153181883,29,37,12,4,4,59.65359661272753
10762,17.023485031141007,33,33,9,3,4,59.582197608993525
4029,11.91434143879628,15,32,2,4,6,59.571707193981396
9388,14.891330278871564,29,37,3,4,4,59.565321115486256
3289,9.156901458497563,13,33,3,7,6,59.51985948023416
6407,13.222063556470765,21,37,5,4,5,59.499286004118446
8938,11.896398373181782,28,33,9,5,5,59.48199186590891
8690,11.8888227549977,27,39,8,4,6,59.444113774988494
4071,13.209421332662577,15,34,6,5,4,59.442395996981595
5154,10.782847378539156,18,31,6,6,5,59.305660581965356
3058,29.63969570924136,13,20,19,3,1,59.27939141848272
9387,14.817922116424834,29,37,2,4,4,59.271688465699334
4449,11.848179706973747,16,34,4,5,5,59.240898534868734
3312,8.460372153017664,13,34,7,7,7,59.222605071123645
3054,29.607901581803258,13,20,15,3,1,59.215803163606516
10078,23.68051160277192,31,36,9,2,3,59.201279006929795
12338,16.913226677262465,37,38,8,3,4,59.19629337041863
2899,9.862022559124927,12,32,12,6,6,59.172135354749564
6346,11.83319259187468,21,34,1,4,6,59.165962959373395
1775,5.916094497601336,9,33,9,9,11,59.16094497601336
5302,13.146831433286232,18,39,2,4,5,59.16074144978805
4667,14.77835710857674,17,25,13,3,5,59.11342843430696
10117,19.69836686090935,31,38,10,1,5,59.09510058272805
4681,14.76880762583759,17,26,8,3,5,59.07523050335036
4677,14.767731047638982,17,26,4,3,5,59.07092419055593
2841,9.841824567855726,12,29,11,6,6,59.05094740713436
3853,16.86923339852207,15,22,16,3,4,59.042316894827245
2881,9.07865642616106,12,31,13,6,7,59.011266770046895
11938,19.66591840762268,36,36,7,3,3,58.99775522286804
905,7.373820315767982,7,27,13,6,10,58.990562526143854
8691,11.798092222349657,27,39,9,4,6,58.99046111174829
1793,5.129122588321719,9,34,8,10,13,58.98490976569977
3407,6.935567794434657,13,39,7,9,8,58.95232625269459
4922,9.821945605749004,17,39,2,6,6,58.931673634494025
5139,11.78566463130531,18,30,10,6,4,58.92832315652655
10873,11.778742391467325,33,39,6,5,5,58.89371195733663
5265,10.705157096239262,18,37,3,6,5,58.87836402931594
2242,6.925753309241137,10,38,1,7,10,58.86890312854966
10852,14.713159752205105,33,38,4,3,5,58.85263900882042
3620,9.806889220968843,14,30,11,6,6,58.84133532581306
3024,6.917903730683298,12,39,4,8,9,58.80218171080803
6745,14.695410437203266,22,35,1,2,6,58.781641748813065
7852,11.752581946069714,25,33,6,6,4,58.76290973034857
305,4.0491930162223975,5,36,2,13,16,58.71329873522476
10075,23.482461843378754,31,36,6,2,3,58.70615460844689
2840,9.781187141726168,12,29,10,6,6,58.68712285035701
5118,14.66511503413162,18,29,8,4,4,58.66046013652648
3531,13.030024545858229,14,25,17,5,4,58.63511045636203
1816,6.164144563135476,9,35,12,8,11,58.55937334978702
3292,9.00296226946903,13,33,6,7,6,58.5192547515487
3002,9.00195782482307,12,38,1,6,7,58.51272586134995
4470,10.638051471483415,16,35,6,5,6,58.509283093158786
4070,13.000828284098917,15,34,5,5,4,58.503727278445126
4452,11.695962756042885,16,34,7,5,5,58.47981378021443
7436,16.707304580510197,24,31,8,3,4,58.47556603178569
3006,8.993733370375242,12,38,5,6,7,58.45926690743907
7438,16.698839264788866,24,31,10,3,4,58.445937426761034
3023,6.875747797214796,12,39,3,8,9,58.44385627632577
5662,12.982941165134745,19,38,1,3,6,58.423235243106355
3513,12.98066673874084,14,24,18,5,4,58.41300032433378
2188,8.342993896110865,10,35,4,6,8,58.400957272776054
3056,29.176585454325753,13,20,17,3,1,58.35317090865151
10108,19.449340418199554,31,38,1,1,5,58.34802125459866
4286,12.966087157933599,16,25,12,4,5,58.347392210701194
2192,8.333728357963198,10,35,8,6,8,58.336098505742385
6802,23.329719312043533,22,38,1,2,3,58.324298280108835
6783,23.32868689931481,22,37,1,2,3,58.32171724828703
9297,10.599470852909626,29,32,7,7,4,58.29708969100294
4777,10.593265352094608,17,31,9,6,5,58.26295943652035
5607,9.70763419231209,19,35,3,4,8,58.24580515387254
8998,14.560953277704188,28,36,12,4,4,58.24381311081675
3004,8.959671425008898,12,38,3,6,7,58.237864262557835
3007,8.958354487476864,12,38,6,6,7,58.22930416859962
11980,14.552708646917772,36,38,11,3,5,58.21083458767109
9298,10.575526961774335,29,32,8,7,4,58.16539828975884
2970,9.686740946495535,12,36,7,5,7,58.12044567897321
6248,23.246665996527227,21,28,17,3,2,58.11666499131807
8920,10.565481380816795,28,32,10,6,5,58.110147594492375
3005,8.939532886203528,12,38,4,6,7,58.106963760322934
1797,5.052754887481558,9,34,12,10,13,58.10668120603791
1777,5.809261049042483,9,33,11,9,11,58.09261049042483
11581,12.906972930286578,35,37,11,3,6,58.0813781862896
2966,9.679711039146154,12,36,3,5,7,58.07826623487692
4776,10.557382818673691,17,31,8,6,5,58.0656055027053
10462,14.51195539288406,32,36,13,3,5,58.04782157153624
2844,9.674620245815628,12,29,14,6,6,58.04772147489377
3144,11.607741266060701,13,25,10,5,5,58.038706330303505
4665,14.494310760799278,17,25,11,3,5,57.97724304319711
10116,19.32572020045873,31,38,9,1,5,57.977160601376184
2051,8.280703256417588,10,27,19,6,8,57.96492279492312
1508,4.830051304116094,8,39,8,11,13,57.960615649393134
5519,12.878706491880646,19,30,10,4,5,57.95417921346291
2968,9.658301890277713,12,36,5,5,7,57.949811341666276
10128,19.315055743567598,31,39,2,1,5,57.94516723070279
3202,11.588975157985953,13,28,11,6,4,57.94487578992977
11592,19.31439912201712,35,38,3,2,4,57.943197366051365
6599,23.177161863123295,22,27,7,4,1,57.94290465780824
1741,6.097979001609864,9,31,13,10,9,57.930800515293704
3057,28.95843711271473,13,20,18,3,1,57.91687422542946
2607,7.238452234157119,11,37,5,6,10,57.90761787325695
1776,5.790294113744667,9,33,10,9,11,57.902941137446675
2971,9.64760545603688,12,36,8,5,7,57.88563273622128
2983,8.904290278926313,12,37,1,5,8,57.877886813021036
11939,19.28713446993086,36,36,8,3,3,57.86140340979257
5608,9.64048724795778,19,35,4,4,8,57.84292348774669
2969,9.638885557418025,12,36,6,5,7,57.83331334450815
3994,14.45733067547258,15,30,5,4,4,57.82932270189032
7950,16.516942401138042,25,38,9,2,5,57.80929840398315
3494,14.45181389723933,14,23,18,4,4,57.80725558895732
5649,14.451156687896624,19,37,7,3,5,57.8046267515865
5264,10.507171220282624,18,37,2,6,5,57.78944171155443
11611,14.44392468987957,35,39,3,3,5,57.77569875951828
3747,6.795901081243749,14,37,5,9,8,57.76515919057187
3529,12.836126555610441,14,25,15,5,4,57.76256950024698
1794,5.022676108188719,9,34,9,10,13,57.76077524417027
6405,12.835404521104682,21,37,3,4,5,57.759320344971066
5152,10.498483216136332,18,31,4,6,5,57.741657688749825
1795,5.017094113405244,9,34,10,10,13,57.6965823041603
5138,11.5387603320796,18,30,9,6,4,57.693801660397995
3148,11.538093729104814,13,25,14,5,5,57.69046864552407
901,7.203484167892266,7,27,9,6,10,57.62787334313813
12317,16.44669251482965,37,37,6,3,4,57.563423801903774
1779,5.756117834485672,9,33,13,9,11,57.56117834485672
3511,12.788488140962775,14,24,16,5,4,57.548196634332484
3003,8.85068261597937,12,38,2,6,7,57.5294370038659
11979,14.378856420433461,36,38,10,3,5,57.515425681733845
9721,16.428255223735523,30,36,13,3,4,57.49889328307433
11610,14.373683063273667,35,39,2,3,5,57.49473225309467
3993,14.372130176859013,15,30,4,4,4,57.48852070743605
11877,22.985907398219975,36,33,3,2,3,57.46476849554994
5651,14.362120106250407,19,37,9,3,5,57.44848042500163
9750,14.360922341219432,30,38,4,3,5,57.44368936487773
8963,10.442558393601917,28,34,15,5,6,57.43407116481055
3976,14.353490024953409,15,29,6,4,4,57.413960099813636
1780,5.740318296765147,9,33,14,9,11,57.40318296765147
907,7.173817911636807,7,27,15,6,10,57.39054329309445
9395,14.345940464105459,29,37,10,4,4,57.383761856421835
7209,16.38985028634295,23,39,9,2,5,57.36447600220032
2267,6.373448504515741,10,39,7,8,10,57.36103654064167
5089,14.335566908189326,18,27,17,4,4,57.342267632757306
5653,14.325684346511805,19,37,11,3,5,57.30273738604722
2988,8.814123549465343,12,37,6,5,8,57.291803071524726
5117,14.320452405379456,18,29,7,4,4,57.28180962151782
2965,9.544248870148051,12,36,2,5,7,57.2654932208883
11594,19.06875909914854,35,38,5,2,4,57.206277297445624
2137,7.148808197991019,10,32,10,8,8,57.19046558392815
2845,9.531269798090056,12,29,15,6,6,57.187618788540334
3941,11.435555802475776,15,27,9,4,6,57.17777901237888
1091,5.445410333462743,7,37,9,10,11,57.1768085013588
2967,9.52613289745882,12,36,4,5,7,57.15679738475292
2984,8.791470189053403,12,37,2,5,8,57.144556228847115
3655,9.52075883924005,14,32,8,7,5,57.1245530354403
902,7.138453306730293,7,27,10,6,10,57.10762645384234
2893,9.517182274433573,12,32,6,6,6,57.10309364660144
2986,8.7843193467389,12,37,4,5,8,57.09807575380285
9751,14.27319308030267,30,38,5,3,5,57.09277232121068
2136,7.135471820415025,10,32,9,8,8,57.0837745633202
2989,8.779879994704052,12,37,7,5,8,57.06921996557634
12678,19.019629187453205,38,39,6,3,3,57.058887562359615
3975,14.26337701419092,15,29,5,4,4,57.05350805676368
5650,14.262896103622428,19,37,8,3,5,57.05158441448971
7057,11.408108484012741,23,31,9,6,4,57.04054242006371
11232,16.290186041614092,34,39,4,4,3,57.01565114564932
5663,12.66639471411161,19,38,2,3,6,56.99877621350224
2987,8.766698124970324,12,37,5,5,8,56.983537812307105
6408,12.66015818784873,21,37,6,4,5,56.970711845319286
13005,14.23348714061284,39,39,10,4,4,56.93394856245136
2501,9.481953180595482,11,31,13,5,7,56.891719083572895
5266,10.343050943281945,18,37,4,6,5,56.88678018805069
4288,12.640903432116435,16,25,14,4,5,56.884065444523955
9685,14.220935452327248,30,34,15,3,5,56.883741809308994
2914,10.342360842666476,12,33,8,6,5,56.88298463466562
3198,11.372042155267513,13,28,7,6,4,56.86021077633757
3132,14.211595890539963,13,24,17,4,4,56.84638356215985
1739,5.983367266132133,9,31,11,10,9,56.84198902825526
12335,16.238737489972817,37,38,5,3,4,56.835581214904856
3745,6.683876333727273,14,37,3,9,8,56.81294883668182
225,4.207822821408634,5,31,17,11,16,56.80560808901656
3349,8.114778036488978,13,36,6,7,7,56.80344625542285
906,7.098395537305064,7,27,14,6,10,56.78716429844051
6409,12.618757385064047,21,37,7,4,5,56.78440823278821
10763,16.223427145914606,33,33,10,3,4,56.781995010701124
6600,22.711713531437105,22,27,8,4,1,56.77928382859277
