,maxx,i,j,z1,z2,orders_long,orders_short,alpha
4717,14.461635406918305,0.35000000000000003,0.5,0.015,0.02,2,49,368.7717028764168
6000,16.385989920696634,0.45,0.3,0.01,0.02,1,44,368.6847732156743
3462,46.07371652772709,0.3,0.2,0.034999999999999996,0.045,5,11,368.58973222181675
4474,15.336716749167817,0.35000000000000003,0.35000000000000003,0.015,0.02,2,46,368.0812019800276
2179,17.927659631756413,0.2,0.35000000000000003,0.034999999999999996,0.030000000000000002,10,31,367.5170224510065
6153,14.685624437501286,0.45,0.4,0.005,0.02,3,47,367.14061093753213
1795,26.207389269628894,0.2,0.1,0.01,0.030000000000000002,27,1,366.9034497748045
3772,13.843336855585308,0.3,0.4,0.030000000000000002,0.02,6,47,366.8484266730107
5915,43.14744828854808,0.45,0.25,0.005,0.045,3,14,366.75331045265864
3577,22.918251009547173,0.3,0.3,0.01,0.034999999999999996,12,20,366.6920161527548
5103,16.288144040169865,0.4,0.25,0.005,0.015,4,41,366.483240903822
3754,13.318778352208389,0.3,0.4,0.02,0.02,8,47,366.26640468573066
2098,18.310232482063476,0.2,0.3,0.034999999999999996,0.030000000000000002,10,30,366.2046496412695
3636,13.55695544198652,0.3,0.3,0.045,0.015,4,50,366.03779693363606
3658,22.16706989293662,0.3,0.35000000000000003,0.01,0.034999999999999996,12,21,365.75665323345424
15,15.896284728391464,0.05,0.1,0.02,0.030000000000000002,45,1,365.61454875300365
3907,12.605703986066755,0.3,0.5,0.015,0.02,9,49,365.5654155959359
5910,18.741694051920287,0.45,0.25,0.005,0.02,3,36,365.46303401244563
5589,12.175548249525047,0.4,0.55,0.005,0.015,4,56,365.2664474857514
2570,45.64305891049641,0.25,0.15000000000000002,0.02,0.045,10,6,365.14447128397126
5185,15.205960243489287,0.4,0.3,0.005,0.02,4,44,364.9430458437429
4230,23.540910967359665,0.35000000000000003,0.2,0.015,0.015,2,29,364.8841199940748
1360,15.189019242575169,0.15000000000000002,0.25,0.02,0.045,34,14,364.53646182180404
3781,14.019114963717378,0.3,0.4,0.034999999999999996,0.02,5,47,364.49698905665184
6243,14.865587912671804,0.45,0.45,0.01,0.02,1,48,364.2069038604592
2864,21.416614942034183,0.25,0.35000000000000003,0.01,0.045,17,17,364.0824540145811
214,10.547251631072129,0.05,0.3,0.025,0.030000000000000002,39,30,363.8801812719885
6405,14.247518996716313,0.45,0.55,0.01,0.02,1,50,363.31173441626595
4015,12.964552204022079,0.3,0.55,0.030000000000000002,0.02,6,50,363.0074617126182
2257,17.272950078617928,0.2,0.4,0.034999999999999996,0.030000000000000002,10,32,362.7319516509765
1891,14.224004544483366,0.2,0.2,0.005,0.030000000000000002,31,20,362.71211588432584
6234,14.210955299559124,0.45,0.45,0.005,0.02,3,48,362.37936013875765
4211,17.23893227177264,0.35000000000000003,0.2,0.005,0.01,6,36,362.0175777072254
205,9.65203127365855,0.05,0.3,0.02,0.030000000000000002,45,30,361.9511727621956
3853,13.405265959983975,0.3,0.45,0.030000000000000002,0.02,6,48,361.9421809195673
4636,14.47161669627145,0.35000000000000003,0.45,0.015,0.02,2,48,361.7904174067863
283,10.333341146433531,0.05,0.35000000000000003,0.025,0.030000000000000002,39,31,361.6669401251736
2706,23.32065915218532,0.25,0.25,0.01,0.045,17,14,361.4702168588725
3448,21.903722391725942,0.3,0.2,0.030000000000000002,0.02,6,27,361.41141946347807
4024,13.140330312154147,0.3,0.55,0.034999999999999996,0.02,5,50,361.35908358423904
6324,14.45391468095219,0.45,0.5,0.01,0.02,1,49,361.3478670238047
3745,12.889517799553705,0.3,0.4,0.015,0.02,9,47,360.90649838750375
3997,12.439993700645157,0.3,0.55,0.02,0.02,8,50,360.75981731870957
6315,13.873894241163164,0.45,0.5,0.005,0.02,3,49,360.72125027024225
3835,12.880707456607055,0.3,0.45,0.02,0.02,8,48,360.65980878499755
3391,26.695207963581048,0.3,0.15000000000000002,0.045,0.005,4,23,360.38530750834417
3424,30.028557172071586,0.3,0.2,0.015,0.034999999999999996,9,15,360.34268606485904
4958,36.009286796470505,0.4,0.15000000000000002,0.015,0.01,1,19,360.0928679647051
3485,16.003398215141143,0.3,0.25,0.005,0.025,16,29,360.07645984067574
6555,29.998710349330292,0.5,0.15000000000000002,0.005,0.005,1,23,359.9845241919635
2783,21.81447245680334,0.25,0.3,0.01,0.045,17,16,359.9387955372551
3862,13.581044068116043,0.3,0.45,0.034999999999999996,0.02,5,48,359.8976678050751
274,9.461583830484852,0.05,0.35000000000000003,0.02,0.030000000000000002,45,31,359.54018555842435
3249,51.36232004015133,0.3,0.1,0.01,0.015,12,2,359.53624028105935
5272,9.334448510295134,0.4,0.35000000000000003,0.01,0.005,2,75,359.3762676463627
4555,14.647125344036505,0.35000000000000003,0.4,0.015,0.02,2,47,358.85457092889436
4376,17.93832997336603,0.35000000000000003,0.3,0.005,0.025,6,34,358.7665994673206
5266,14.346529973873718,0.4,0.35000000000000003,0.005,0.02,4,46,358.663249346843
2923,19.92522346423739,0.25,0.35000000000000003,0.045,0.030000000000000002,5,31,358.654022356273
4798,13.781313112155555,0.35000000000000003,0.55,0.015,0.02,2,50,358.31414091604444
1355,13.262646823413505,0.15000000000000002,0.25,0.015,0.045,40,14,358.09146423216464
5276,19.355898032768483,0.4,0.35000000000000003,0.01,0.025,2,35,358.08411360621693
5195,19.887315478112203,0.4,0.3,0.01,0.025,2,34,357.9716786060197
5192,11.181387250041656,0.4,0.3,0.01,0.01,2,62,357.804392001333
3425,32.43038611995623,0.3,0.2,0.015,0.04,9,13,356.73424731951854
4457,17.394824234905172,0.35000000000000003,0.35000000000000003,0.005,0.025,6,35,356.59389681555604
3717,12.729719319966753,0.3,0.35000000000000003,0.045,0.015,4,52,356.4321409590691
4381,9.755125841014292,0.35000000000000003,0.3,0.01,0.005,3,70,356.0620931970217
3001,19.246346641875995,0.25,0.4,0.045,0.030000000000000002,5,32,356.0574128747059
5104,17.789997854332128,0.4,0.25,0.005,0.02,4,36,355.79995708664256
3637,14.819099956469625,0.3,0.3,0.045,0.02,4,44,355.65839895527097
2843,20.315604793468477,0.25,0.3,0.045,0.030000000000000002,5,30,355.5230838856983
1492,13.935500867844,0.15000000000000002,0.35000000000000003,0.02,0.045,34,17,355.355272130022
6396,13.408979038250719,0.45,0.55,0.005,0.02,3,50,355.33794451364406
4259,33.82379465706611,0.35000000000000003,0.2,0.030000000000000002,0.025,0,21,355.14984389919414
3826,12.45238190902187,0.3,0.45,0.015,0.02,9,48,354.8928844071233
6643,50.64492767892853,0.5,0.2,0.005,0.04,1,13,354.51449375249973
3337,22.15537450996859,0.3,0.15000000000000002,0.015,0.005,9,23,354.4859921594974
3988,12.013425962592873,0.3,0.55,0.015,0.02,9,50,354.39606589648974
3344,44.272887040356025,0.3,0.15000000000000002,0.015,0.04,9,7,354.1830963228482
5347,13.88403192672467,0.4,0.4,0.005,0.02,4,47,354.0428141314791
1419,14.152488554995726,0.15000000000000002,0.3,0.02,0.045,34,16,353.81221387489313
3960,11.99323832102564,0.3,0.5,0.045,0.015,4,55,353.8005304702564
4538,16.808910750251446,0.35000000000000003,0.4,0.005,0.025,6,36,352.9871257552804
3407,24.308829508353064,0.3,0.2,0.005,0.04,16,13,352.4780278711194
5357,18.53898068007834,0.4,0.4,0.01,0.025,2,36,352.24063292148844
3565,11.731096358407479,0.3,0.3,0.005,0.02,16,44,351.93289075222435
5111,13.533824320655183,0.4,0.25,0.01,0.01,2,50,351.87943233703476
3555,15.615553792703482,0.3,0.25,0.045,0.015,4,41,351.3499603358283
3541,30.50132471386611,0.3,0.25,0.034999999999999996,0.034999999999999996,5,18,350.7652342094603
3346,22.609179272334266,0.3,0.15000000000000002,0.02,0.005,8,23,350.44227872118114
4231,24.143563250657508,0.35000000000000003,0.2,0.015,0.02,2,27,350.08166713453386
2044,11.47082974875387,0.2,0.3,0.005,0.030000000000000002,31,30,349.860307336993
4236,53.82329657466799,0.35000000000000003,0.2,0.015,0.045,2,11,349.85142773534193
4394,19.426782729043772,0.35000000000000003,0.3,0.015,0.025,2,34,349.6820891227879
4959,36.789748801207686,0.4,0.15000000000000002,0.015,0.015,1,18,349.502613611473
5919,18.889351313246156,0.45,0.25,0.01,0.02,1,36,349.45299929505387
2182,25.883968562458858,0.2,0.35000000000000003,0.034999999999999996,0.045,10,17,349.4335755931946
5428,13.419597131136014,0.4,0.45,0.005,0.02,4,48,348.90952540953634
3798,12.214306869890965,0.3,0.4,0.045,0.015,4,53,348.1077457918925
4295,19.89170197428565,0.35000000000000003,0.25,0.005,0.025,6,29,348.10478454999884
3556,17.40344971553272,0.3,0.25,0.045,0.02,4,36,348.0689943106544
5114,22.45300382555466,0.4,0.25,0.01,0.025,2,29,348.0215592960972
5353,8.696216386013578,0.4,0.4,0.01,0.005,2,78,347.8486554405431
2622,21.740049796462056,0.25,0.2,0.005,0.045,21,11,347.8407967433929
3566,13.910768131163504,0.3,0.3,0.005,0.025,16,34,347.7692032790876
3537,15.114822980476712,0.3,0.25,0.034999999999999996,0.015,5,41,347.64092855096436
3571,8.477593171830538,0.3,0.3,0.01,0.005,12,70,347.58132004505205
4475,18.761620379076604,0.35000000000000003,0.35000000000000003,0.015,0.025,2,35,347.0899770129172
4956,86.77175851928428,0.4,0.15000000000000002,0.01,0.045,2,6,347.0870340771371
5509,13.092352686842728,0.4,0.5,0.005,0.02,4,49,346.9473462013323
5287,31.45977540059588,0.4,0.35000000000000003,0.015,0.034999999999999996,1,21,346.0575294065547
3538,16.877263221601556,0.3,0.25,0.034999999999999996,0.02,5,36,345.9838960428319
3718,13.838043692135798,0.3,0.35000000000000003,0.045,0.02,4,46,345.95109230339494
2125,11.15819003309284,0.2,0.35000000000000003,0.005,0.030000000000000002,31,31,345.903891025878
5022,20.95747264809441,0.4,0.2,0.005,0.015,4,29,345.79829869355774
796,7.76908944903313,0.1,0.3,0.01,0.030000000000000002,59,30,345.7244804819743
859,12.796145393727453,0.1,0.3,0.045,0.030000000000000002,24,30,345.49592563064124
2020,28.787308735681666,0.2,0.25,0.034999999999999996,0.045,10,14,345.44770482818
2206,10.960670324649412,0.2,0.4,0.005,0.030000000000000002,31,32,345.26111522645647
932,12.55224071882065,0.1,0.35000000000000003,0.045,0.030000000000000002,24,31,345.1866197675679
3539,20.296672054133403,0.3,0.25,0.034999999999999996,0.025,5,29,345.04342492026785
3373,24.638077745337387,0.3,0.15000000000000002,0.034999999999999996,0.005,5,23,344.9330884347234
3564,10.450452679007217,0.3,0.3,0.005,0.015,16,50,344.8649384072382
5273,10.285110178072115,0.4,0.35000000000000003,0.01,0.01,2,65,344.55119096541586
4041,11.474809679245407,0.3,0.55,0.045,0.015,4,56,344.24429037736223
6559,52.88073460387448,0.5,0.15000000000000002,0.005,0.025,1,12,343.72477492518414
1006,12.266562102011488,0.1,0.4,0.045,0.030000000000000002,24,32,343.46373885632164
1903,18.072530678065867,0.2,0.2,0.01,0.045,27,11,343.37808288325147
3961,12.956136359045953,0.3,0.5,0.045,0.02,4,49,343.33761351471776
3879,11.837679458157673,0.3,0.45,0.045,0.015,4,54,343.29270428657253
3490,10.246571000610533,0.3,0.25,0.01,0.005,12,55,343.26012852045284
4377,19.05328228390819,0.35000000000000003,0.3,0.005,0.030000000000000002,6,30,342.95908111034737
250,12.466385483370235,0.05,0.3,0.045,0.030000000000000002,25,30,342.8256007926815
1900,14.580521506604594,0.2,0.2,0.01,0.030000000000000002,27,20,342.64225540520795
3416,27.39497215999146,0.3,0.2,0.01,0.04,12,13,342.4371519998933
319,12.222480808463429,0.05,0.35000000000000003,0.045,0.030000000000000002,25,31,342.229462636976
3503,18.008193534067686,0.3,0.25,0.015,0.025,9,29,342.15567714728604
3646,11.036853720864578,0.3,0.35000000000000003,0.005,0.02,16,46,342.1424653468019
3647,13.414966132590362,0.3,0.35000000000000003,0.005,0.025,16,35,342.08163638105424
2101,26.29952087312445,0.2,0.3,0.034999999999999996,0.045,10,16,341.89377135061784
3501,13.666783281006161,0.3,0.25,0.015,0.015,9,41,341.669582025154
1963,23.557739426714615,0.2,0.2,0.045,0.030000000000000002,9,20,341.58722168736193
5206,32.530583492114175,0.4,0.3,0.015,0.034999999999999996,1,20,341.5711266671988
5024,27.32331330681293,0.4,0.2,0.005,0.025,4,21,341.5414163351616
1410,12.194367051372202,0.15000000000000002,0.3,0.015,0.045,40,16,341.4422774384217
5434,8.427768648154677,0.4,0.45,0.01,0.005,2,79,341.3246302502644
3620,17.499048439275548,0.3,0.3,0.034999999999999996,0.025,5,34,341.2314445658732
5590,12.636861433476684,0.4,0.55,0.005,0.02,4,50,341.1952587038705
3703,26.24545102391515,0.3,0.35000000000000003,0.034999999999999996,0.034999999999999996,5,21,341.190863310897
4220,17.495749000494147,0.35000000000000003,0.2,0.01,0.01,3,36,341.16710550963586
1484,11.964306211630628,0.15000000000000002,0.35000000000000003,0.015,0.045,40,17,340.9827270314729
3542,32.46620840597103,0.3,0.25,0.034999999999999996,0.04,5,16,340.8951882626958
2017,18.91345865779945,0.2,0.25,0.034999999999999996,0.030000000000000002,10,26,340.4422558403901
4382,10.47510173935319,0.35000000000000003,0.3,0.01,0.01,3,62,340.44080652897867
4458,18.398536330276404,0.35000000000000003,0.35000000000000003,0.005,0.030000000000000002,6,31,340.37292211011345
388,11.93680219165427,0.05,0.4,0.045,0.030000000000000002,25,32,340.1988624621467
4462,8.72298370557706,0.35000000000000003,0.35000000000000003,0.01,0.005,3,75,340.1963645175053
3404,18.384677496809065,0.3,0.2,0.005,0.025,16,21,340.1165336909677
5515,8.283437271846719,0.4,0.5,0.01,0.005,2,80,339.6209281457155
3622,27.167787543856786,0.3,0.3,0.034999999999999996,0.034999999999999996,5,20,339.5973442982098
3512,18.34693762660941,0.3,0.25,0.02,0.025,8,29,339.4183460922741
943,7.452953935007827,0.1,0.4,0.01,0.030000000000000002,59,32,339.1094040428561
3478,35.68031684239169,0.3,0.2,0.045,0.034999999999999996,4,15,338.96301000272103
869,7.532408358214715,0.1,0.35000000000000003,0.01,0.030000000000000002,59,31,338.95837611966215
5031,21.848904895335014,0.4,0.2,0.01,0.015,2,29,338.6580258776927
3510,13.82061998493549,0.3,0.25,0.02,0.015,8,41,338.60518963091954
4556,17.818388394036212,0.35000000000000003,0.4,0.015,0.025,2,36,338.54937948668805
3701,16.918597896564314,0.3,0.35000000000000003,0.034999999999999996,0.025,5,35,338.37195793128626
3453,39.75215900680036,0.3,0.2,0.030000000000000002,0.045,6,11,337.8933515578031
3799,13.237635296161306,0.3,0.4,0.045,0.02,4,47,337.5597000521133
223,10.714659390387975,0.05,0.3,0.030000000000000002,0.030000000000000002,33,30,337.51177079722123
3502,14.984163875696485,0.3,0.25,0.015,0.02,9,36,337.1436872031709
4260,33.69622763243282,0.35000000000000003,0.2,0.030000000000000002,0.030000000000000002,0,20,336.96227632432823
3645,9.896238339873584,0.3,0.35000000000000003,0.005,0.015,16,52,336.47210355570184
4539,17.703034175574352,0.35000000000000003,0.4,0.005,0.030000000000000002,6,32,336.3576493359127
292,10.505271805466094,0.05,0.35000000000000003,0.030000000000000002,0.030000000000000002,33,31,336.168697774915
3727,10.651677544159304,0.3,0.4,0.005,0.02,16,47,335.5278426410181
5354,9.72161663664891,0.4,0.4,0.01,0.01,2,67,335.3957739643874
823,10.160895456062791,0.1,0.3,0.025,0.030000000000000002,36,30,335.3095500500721
3728,12.874106180126246,0.3,0.4,0.005,0.025,16,36,334.7267606832824
3652,7.683065219396136,0.3,0.35000000000000003,0.01,0.005,12,75,334.21333704373194
5596,7.863440476898931,0.4,0.55,0.01,0.005,2,83,334.19622026820457
814,9.280422698659573,0.1,0.3,0.02,0.030000000000000002,42,30,334.09521715174463
3529,15.8968150359412,0.3,0.25,0.030000000000000002,0.02,6,36,333.83311575476523
5125,35.14007271786988,0.4,0.25,0.015,0.034999999999999996,1,18,333.83069081976384
4042,12.360358111646832,0.3,0.55,0.045,0.02,4,50,333.72966901446443
3511,15.156590009721624,0.3,0.25,0.02,0.02,8,36,333.44498021387574
896,9.953410453416998,0.1,0.35000000000000003,0.025,0.030000000000000002,36,31,333.4392501894694
4300,11.497410506897396,0.35000000000000003,0.25,0.01,0.005,3,55,333.42490470002446
3528,14.16184006236683,0.3,0.25,0.030000000000000002,0.015,6,41,332.8032414656205
3880,12.796901565633787,0.3,0.45,0.045,0.02,4,48,332.71944070647845
1966,33.24739867628006,0.2,0.2,0.045,0.045,9,11,332.4739867628006
887,9.096400737478682,0.1,0.35000000000000003,0.02,0.030000000000000002,42,31,332.01862691797186
4296,20.706890592946113,0.35000000000000003,0.25,0.005,0.030000000000000002,6,26,331.3102494871378
3412,16.97526648828606,0.3,0.2,0.01,0.02,12,27,331.01769652157816
352,9.323066001765913,0.05,0.4,0.025,0.030000000000000002,39,32,330.96884306268987
3406,21.34845016603934,0.3,0.2,0.005,0.034999999999999996,16,15,330.90097757360974
5288,33.073134053587395,0.4,0.35000000000000003,0.015,0.04,1,19,330.731340535874
3889,10.174280175227327,0.3,0.5,0.005,0.02,16,49,330.6641056948881
3726,9.581421344441718,0.3,0.4,0.005,0.015,16,53,330.5590363832393
343,8.57366742918403,0.05,0.4,0.02,0.030000000000000002,45,32,330.0861960235851
2053,11.578044150992644,0.2,0.3,0.01,0.030000000000000002,27,30,329.97425830329036
3782,16.092266315083148,0.3,0.4,0.034999999999999996,0.025,5,36,329.8914594592045
970,9.701875279423493,0.1,0.4,0.025,0.030000000000000002,36,32,329.86375950039877
2762,21.26612521117515,0.25,0.25,0.045,0.030000000000000002,5,26,329.62494077321486
3704,27.45210325813186,0.3,0.35000000000000003,0.034999999999999996,0.04,5,19,329.42523909758233
3422,21.958455924474002,0.3,0.2,0.015,0.025,9,21,329.37683886711005
1316,16.46527785374262,0.15000000000000002,0.2,0.025,0.045,29,11,329.3055570748524
1532,18.796341742858335,0.15000000000000002,0.35000000000000003,0.045,0.045,18,17,328.93598050002083
2003,23.4953567330317,0.2,0.25,0.025,0.045,14,14,328.93499426244375
5435,9.39466411483818,0.4,0.45,0.01,0.01,2,68,328.8132440193363
3808,10.263063686649469,0.3,0.45,0.005,0.02,16,48,328.418037972783
3364,22.64553812271275,0.3,0.15000000000000002,0.030000000000000002,0.005,6,23,328.36030277933486
4395,20.519783972260537,0.35000000000000003,0.3,0.015,0.030000000000000002,2,30,328.3165435561686
3623,28.543957839462642,0.3,0.3,0.034999999999999996,0.04,5,18,328.2555151538204
4543,8.102144728601909,0.35000000000000003,0.4,0.01,0.005,3,78,328.1368615083773
961,8.86686216490423,0.1,0.4,0.02,0.030000000000000002,42,32,328.0739001014565
3484,12.591618726198575,0.3,0.25,0.005,0.02,16,36,327.382086881163
3476,26.170510513479094,0.3,0.2,0.045,0.025,4,21,327.1313814184887
5516,9.213310411441219,0.4,0.5,0.01,0.01,2,69,327.07251960616327
2134,11.268808635769753,0.2,0.35000000000000003,0.01,0.030000000000000002,27,31,326.79545043732287
2215,11.074480365243708,0.2,0.4,0.01,0.030000000000000002,27,32,326.6971707746894
4463,9.60407278430635,0.35000000000000003,0.35000000000000003,0.01,0.01,3,65,326.5384746664159
5207,34.35255184665783,0.4,0.3,0.015,0.04,1,18,326.3492425432494
3584,15.16810356042674,0.3,0.3,0.015,0.025,9,34,326.11422654917493
3411,15.899203477717998,0.3,0.2,0.01,0.015,12,29,325.933671293219
3593,15.5093078523118,0.3,0.3,0.02,0.025,8,34,325.6954648985478
4476,19.73353612157396,0.35000000000000003,0.35000000000000003,0.015,0.030000000000000002,2,31,325.6033460059703
5196,20.34545609934356,0.4,0.3,0.01,0.030000000000000002,2,30,325.527297589497
666,20.989717870838554,0.1,0.15000000000000002,0.034999999999999996,0.045,25,6,325.34062699799756
5277,19.71525721220549,0.4,0.35000000000000003,0.01,0.030000000000000002,2,31,325.3017440013906
1387,20.296885879101485,0.15000000000000002,0.25,0.045,0.045,18,14,324.75017406562375
4375,12.986735244993373,0.35000000000000003,0.3,0.005,0.02,6,44,324.6683811248343
1462,19.08537861109275,0.15000000000000002,0.3,0.045,0.045,18,16,324.4514363885768
3807,9.26094273717749,0.3,0.45,0.005,0.015,16,54,324.1329958012122
3733,7.200132206813553,0.3,0.4,0.01,0.005,12,78,324.00594930660986
4175,34.09661656663519,0.35000000000000003,0.15000000000000002,0.030000000000000002,0.01,0,19,323.9178573830343
3415,23.984030118520426,0.3,0.2,0.01,0.034999999999999996,12,15,323.78440660002576
3479,38.07725597948951,0.3,0.2,0.045,0.04,4,13,323.65667582566084
2164,20.8777685320032,0.2,0.35000000000000003,0.025,0.045,14,17,323.6054122460496
4374,11.549572043041255,0.35000000000000003,0.3,0.005,0.015,6,50,323.38801720515517
3970,9.786987813841574,0.3,0.55,0.005,0.02,16,50,322.9705978567719
4313,20.828574519603286,0.35000000000000003,0.25,0.015,0.025,2,29,322.8429050538509
3888,9.057968804732681,0.3,0.5,0.005,0.015,16,55,321.5578925680102
5023,20.7383796723718,0.4,0.2,0.005,0.02,4,27,321.4448849217629
4624,7.83920115128672,0.35000000000000003,0.45,0.01,0.005,3,79,321.4072472027555
3674,14.928857309600566,0.3,0.35000000000000003,0.02,0.025,8,35,320.9704321564122
3665,14.588473029899662,0.3,0.35000000000000003,0.015,0.025,9,35,320.9464066577926
3342,32.08580032124666,0.3,0.15000000000000002,0.015,0.030000000000000002,9,11,320.8580032124666
739,7.051318858456108,0.1,0.25,0.005,0.030000000000000002,65,26,320.8350080597529
1971,11.235113525946787,0.2,0.25,0.005,0.030000000000000002,31,26,320.2007354894834
186,6.339812543170341,0.05,0.3,0.005,0.030000000000000002,71,30,320.1605334301022
3572,8.644023868631894,0.3,0.3,0.01,0.01,12,62,319.8288831393801
4705,7.7002363315105935,0.35000000000000003,0.5,0.01,0.005,3,80,319.5598077576896
5358,18.770044770334838,0.4,0.4,0.01,0.030000000000000002,2,32,319.09076109569224
3814,7.011993645493959,0.3,0.45,0.01,0.005,12,79,319.04571086997515
4960,37.526262764752374,0.4,0.15000000000000002,0.015,0.02,1,16,318.97323350039517
232,11.1910006674895,0.05,0.3,0.034999999999999996,0.030000000000000002,27,30,318.9435190234508
3514,24.53079430838521,0.3,0.25,0.02,0.034999999999999996,8,18,318.90032600900776
5126,37.515973235416524,0.4,0.25,0.015,0.04,1,16,318.88577250104044
3399,63.76837292326735,0.3,0.15000000000000002,0.045,0.045,4,6,318.84186461633675
301,10.988320708559042,0.05,0.35000000000000003,0.034999999999999996,0.030000000000000002,27,31,318.66130054821224
1371,16.33001015575107,0.15000000000000002,0.25,0.030000000000000002,0.045,25,14,318.4351980371458
2083,21.209976516703154,0.2,0.3,0.025,0.045,14,16,318.14964775054733
5025,26.5003114534479,0.4,0.2,0.005,0.030000000000000002,4,20,318.0037374413748
3515,26.49567800049013,0.3,0.25,0.02,0.04,8,16,317.94813600588157
3895,6.899944281924508,0.3,0.5,0.01,0.005,12,80,317.39743696852736
4456,12.202460794550642,0.35000000000000003,0.35000000000000003,0.005,0.02,6,46,317.2639806583167
5597,8.808809113813169,0.4,0.55,0.01,0.01,2,70,317.1171280972741
3532,26.424823937960895,0.3,0.25,0.030000000000000002,0.034999999999999996,6,18,317.09788725553074
4544,9.05615519563028,0.35000000000000003,0.4,0.01,0.01,3,67,316.9654318470598
4557,18.642027776072563,0.35000000000000003,0.4,0.015,0.030000000000000002,2,32,316.91447219323356
4455,10.927831257406606,0.35000000000000003,0.35000000000000003,0.005,0.015,6,52,316.9071064647916
1509,15.076491781019898,0.15000000000000002,0.35000000000000003,0.030000000000000002,0.045,25,17,316.60632740141784
1945,21.097051224648787,0.2,0.2,0.034999999999999996,0.030000000000000002,10,20,316.4557683697318
2686,14.043879627084713,0.25,0.2,0.045,0.005,5,40,315.98729160940604
2631,22.562480397546747,0.25,0.2,0.01,0.045,17,11,315.87472556565444
5115,22.512963159912687,0.4,0.25,0.01,0.030000000000000002,2,26,315.1814842387776
3530,18.007191638602215,0.3,0.25,0.030000000000000002,0.025,6,29,315.1258536755388
255,6.175114632994981,0.05,0.35000000000000003,0.005,0.030000000000000002,71,31,314.930846282744
3969,8.73410548629405,0.3,0.55,0.005,0.015,16,56,314.4277975065858
832,10.301795693824333,0.1,0.3,0.030000000000000002,0.030000000000000002,31,30,314.20476866164216
6560,52.33261084230818,0.5,0.15000000000000002,0.005,0.030000000000000002,1,11,313.99566505384905
158,9.655537945364868,0.05,0.25,0.025,0.030000000000000002,39,26,313.8049832243582
1437,15.293479468171626,0.15000000000000002,0.3,0.030000000000000002,0.045,25,16,313.51632909751834
3976,6.594328087123672,0.3,0.55,0.01,0.005,12,83,313.2305841383744
905,10.094310691178542,0.1,0.35000000000000003,0.030000000000000002,0.030000000000000002,31,31,312.9236314265348
19,15.645431450111758,0.05,0.1,0.025,0.030000000000000002,39,1,312.90862900223516
676,7.351547086742902,0.1,0.2,0.005,0.030000000000000002,65,20,312.4407511865733
1393,7.52720956675748,0.15000000000000002,0.3,0.005,0.030000000000000002,53,30,312.3791970204354
3533,28.389707630065818,0.3,0.25,0.030000000000000002,0.04,6,16,312.28678393072397
4536,10.581162164532628,0.35000000000000003,0.4,0.005,0.015,6,53,312.1442838537125
4537,11.775142067065318,0.35000000000000003,0.4,0.005,0.02,6,47,312.04126477723094
74,20.11861470054301,0.05,0.15000000000000002,0.045,0.045,25,6,311.8385278584166
4786,7.240273581637124,0.35000000000000003,0.55,0.01,0.005,3,83,311.33176401039634
3755,14.1025257281194,0.3,0.4,0.02,0.025,8,36,310.2555660186268
4625,8.736647063005206,0.35000000000000003,0.45,0.01,0.01,3,68,310.1509707366848
979,9.842775517185038,0.1,0.4,0.030000000000000002,0.030000000000000002,31,32,310.0474287913287
2517,28.183463663443487,0.25,0.1,0.005,0.030000000000000002,21,1,310.01810029787833
3746,13.762915904371454,0.3,0.4,0.015,0.025,9,36,309.6656078483577
4176,34.40222918027548,0.35000000000000003,0.15000000000000002,0.030000000000000002,0.015,0,18,309.6200626224793
1948,29.459215771969504,0.2,0.2,0.034999999999999996,0.045,10,11,309.3217656056798
2926,28.11467426039154,0.25,0.35000000000000003,0.045,0.045,5,17,309.2614168643069
2619,15.079542041601265,0.25,0.2,0.005,0.030000000000000002,21,20,309.13061185282595
151,8.70090070976227,0.05,0.25,0.02,0.030000000000000002,45,26,308.8819751965606
4706,8.562521969400336,0.35000000000000003,0.5,0.01,0.01,3,69,308.2507908984121
3431,21.235993809714813,0.3,0.2,0.02,0.025,8,21,307.9219102408648
4147,24.60345081573914,0.35000000000000003,0.15000000000000002,0.015,0.005,2,23,307.5431351967393
4423,30.743295951394867,0.35000000000000003,0.3,0.030000000000000002,0.034999999999999996,0,20,307.4329595139487
4314,21.94410060210072,0.35000000000000003,0.25,0.015,0.030000000000000002,2,26,307.21740842941006
4617,10.228481556295934,0.35000000000000003,0.45,0.005,0.015,6,54,306.854446688878
4618,11.344420786184857,0.35000000000000003,0.45,0.005,0.02,6,48,306.29936122699115
4504,29.129275337658,0.35000000000000003,0.35000000000000003,0.030000000000000002,0.034999999999999996,0,21,305.85739104540903
1467,7.269245084762797,0.15000000000000002,0.35000000000000003,0.005,0.030000000000000002,53,31,305.3082935600375
4218,35.89983261453151,0.35000000000000003,0.2,0.005,0.045,6,11,305.14857722351786
3653,7.924548012434821,0.3,0.35000000000000003,0.01,0.01,12,65,305.0950984787406
1537,7.175141717013121,0.15000000000000002,0.4,0.005,0.030000000000000002,53,32,304.9435229730576
4698,9.993961290927459,0.35000000000000003,0.5,0.005,0.015,6,55,304.81581937328747
5830,25.394464517182065,0.45,0.2,0.005,0.025,3,21,304.7335742061848
3458,23.43442632117874,0.3,0.2,0.034999999999999996,0.025,5,21,304.6475421753236
