,maxx,i,j,z1,z2,orders_long,orders_short,alpha
2689,10.233105794143418,0.25,0.2,0.045,0.02,5,27,163.72969270629468
5116,16.360864502515884,0.4,0.25,0.01,0.034999999999999996,2,18,163.60864502515884
2614,5.3606117523993575,0.25,0.2,0.005,0.005,21,40,163.4986584481804
150,4.415053246510307,0.05,0.25,0.02,0.025,45,29,163.35697012088136
2842,8.362389107344564,0.25,0.3,0.045,0.025,5,34,163.066587593219
117,7.758603385030368,0.05,0.2,0.034999999999999996,0.034999999999999996,27,15,162.93067108563773
2845,14.161524029416492,0.25,0.3,0.045,0.04,5,18,162.85752633828966
2054,6.92629353785431,0.2,0.3,0.01,0.034999999999999996,27,20,162.7678981395763
804,3.8728334487979925,0.1,0.3,0.015,0.025,50,34,162.6590048495157
825,6.017451611274998,0.1,0.3,0.025,0.04,36,18,162.47119350442495
2705,9.817421189242314,0.25,0.25,0.01,0.04,17,16,161.9874496224982
4942,16.195437478913753,0.4,0.15000000000000002,0.005,0.02,4,16,161.95437478913755
842,7.1921678512901055,0.1,0.3,0.034999999999999996,0.034999999999999996,25,20,161.82377665402737
2922,8.073793350543447,0.25,0.35000000000000003,0.045,0.025,5,35,161.47586701086894
2704,9.22411789470871,0.25,0.25,0.01,0.034999999999999996,17,18,161.42206315740242
915,7.015752712013095,0.1,0.35000000000000003,0.034999999999999996,0.034999999999999996,25,21,161.3623123763012
225,6.325543272226923,0.05,0.3,0.030000000000000002,0.04,33,18,161.30135344178655
2115,7.499405950606845,0.2,0.3,0.045,0.025,9,34,161.23722793804717
746,4.2963512907886345,0.1,0.25,0.01,0.04,59,16,161.11317340457379
2135,6.7026565090060055,0.2,0.35000000000000003,0.01,0.034999999999999996,27,21,160.86375621614414
898,5.847286361046227,0.1,0.35000000000000003,0.025,0.04,36,19,160.80037492877125
2525,24.722054501394112,0.25,0.1,0.015,0.030000000000000002,12,1,160.69335425906172
2951,3.645096945902812,0.25,0.4,0.02,0.005,10,78,160.38426561972375
590,2.9700170971736934,0.05,0.55,0.045,0.005,25,83,160.38092324737946
4460,12.823820503314112,0.35000000000000003,0.35000000000000003,0.005,0.04,6,19,160.2977562914264
294,6.155378021998152,0.05,0.35000000000000003,0.030000000000000002,0.04,33,19,160.03982857195197
2969,3.721524557146387,0.25,0.4,0.030000000000000002,0.005,8,78,160.02555595729464
2761,9.398820058991923,0.25,0.25,0.045,0.025,5,29,159.7799410028627
2690,12.258672897800906,0.25,0.2,0.045,0.025,5,21,159.3627476714118
2667,16.770857359268298,0.25,0.2,0.030000000000000002,0.045,8,11,159.32314491304882
753,4.482120559139559,0.1,0.25,0.02,0.025,42,29,159.11527984945434
815,5.13074951099531,0.1,0.3,0.02,0.034999999999999996,42,20,159.0532348408546
2196,7.226655268191,0.2,0.35000000000000003,0.045,0.025,9,35,158.986415900202
2623,5.5651418480302794,0.25,0.2,0.01,0.005,17,40,158.60654266886297
768,6.748684350966943,0.1,0.25,0.030000000000000002,0.04,31,16,158.59408224772318
840,5.371103512382103,0.1,0.3,0.034999999999999996,0.025,25,34,158.44755361527203
816,5.279625574776035,0.1,0.3,0.02,0.04,42,18,158.38876724328105
303,6.879534560388252,0.05,0.35000000000000003,0.034999999999999996,0.04,27,19,158.2292948889298
234,7.031459775801325,0.05,0.3,0.034999999999999996,0.04,27,18,158.20784495552982
1835,8.325213201404875,0.2,0.15000000000000002,0.005,0.04,31,7,158.17905082669262
877,3.7091641810202325,0.1,0.35000000000000003,0.015,0.025,50,35,157.63947769335988
2472,3.24992371140073,0.2,0.55,0.025,0.005,14,83,157.6213000029354
1219,2.9426089742777677,0.1,0.55,0.045,0.005,24,83,157.42958012386057
1840,9.259489760169368,0.2,0.15000000000000002,0.01,0.04,27,7,157.41132592287926
888,4.99143564765284,0.1,0.35000000000000003,0.02,0.034999999999999996,42,21,157.23022290106445
1886,4.4172276830326975,0.2,0.2,0.005,0.005,31,40,156.81158274766076
4944,20.907224903882245,0.4,0.15000000000000002,0.005,0.030000000000000002,4,11,156.80418677911683
2615,5.492375423136767,0.25,0.2,0.005,0.01,21,36,156.53269955939788
2043,4.813051323659999,0.2,0.3,0.005,0.025,31,34,156.42416801894996
4131,13.023357629227322,0.35000000000000003,0.15000000000000002,0.005,0.015,6,18,156.28029155072787
913,5.204920054981502,0.1,0.35000000000000003,0.034999999999999996,0.025,25,35,156.14760164944505
889,5.109460324547264,0.1,0.35000000000000003,0.02,0.04,42,19,155.83853989869155
2643,7.988700818117221,0.25,0.2,0.02,0.015,10,29,155.77966595328581
1373,6.919149462117308,0.15000000000000002,0.25,0.034999999999999996,0.030000000000000002,19,26,155.68086289763943
3028,3.4950344404038933,0.25,0.45,0.02,0.005,10,79,155.52903259797324
2075,3.7016077666669647,0.2,0.3,0.025,0.005,14,70,155.46752620001251
3046,3.573888472909528,0.25,0.45,0.030000000000000002,0.005,8,79,155.46414857156446
2821,4.563186432994991,0.25,0.3,0.034999999999999996,0.01,6,62,155.1483387218297
2610,19.360731608183695,0.25,0.15000000000000002,0.045,0.030000000000000002,5,11,154.88585286546956
231,5.071037868264716,0.05,0.3,0.034999999999999996,0.025,27,34,154.66665498207382
751,4.685372970333663,0.1,0.25,0.015,0.04,50,16,154.6173080210109
1337,8.131324486842104,0.15000000000000002,0.2,0.045,0.030000000000000002,18,20,154.49516524999996
5198,15.445038005713116,0.4,0.3,0.01,0.04,2,18,154.45038005713116
3000,7.523102400648877,0.25,0.4,0.045,0.025,5,36,154.22359921330198
104,5.926315660355641,0.05,0.2,0.025,0.04,39,13,154.08420716924667
4378,11.822503484632671,0.35000000000000003,0.3,0.005,0.034999999999999996,6,20,153.69254530022474
101,5.121631947047997,0.05,0.2,0.025,0.025,39,21,153.6489584114399
93,4.645841385327235,0.05,0.2,0.02,0.025,45,21,153.31276571579875
2481,3.2261993227983523,0.2,0.55,0.030000000000000002,0.005,12,83,153.24446783292174
95,5.10792509884798,0.05,0.2,0.02,0.034999999999999996,45,15,153.2377529654394
4217,16.123526846270252,0.35000000000000003,0.2,0.005,0.04,6,13,153.1735050395674
2055,6.806500290145145,0.2,0.3,0.01,0.04,27,18,153.14625652826575
2745,12.748567608190214,0.25,0.25,0.034999999999999996,0.034999999999999996,6,18,152.98281129828257
5833,19.0654877501014,0.45,0.2,0.005,0.04,3,13,152.5239020008112
987,4.997286359352826,0.1,0.4,0.034999999999999996,0.025,25,36,152.41723396026117
2693,16.914170555802084,0.25,0.2,0.045,0.04,5,13,152.22753500221876
2671,9.223619812802864,0.25,0.2,0.034999999999999996,0.02,6,27,152.18972691124725
300,4.903367518821937,0.05,0.35000000000000003,0.034999999999999996,0.025,27,35,152.00439308348004
2700,8.20966977747635,0.25,0.25,0.005,0.04,21,16,151.87889088331247
2781,8.193120589707666,0.25,0.3,0.01,0.034999999999999996,17,20,151.57273090959183
5279,14.434269349535867,0.4,0.35000000000000003,0.01,0.04,2,19,151.5598281701266
773,7.393030888603261,0.1,0.25,0.034999999999999996,0.04,25,16,151.55713321636685
2624,5.716829484110803,0.25,0.2,0.01,0.01,17,36,151.49598132893627
157,4.453111168488238,0.05,0.25,0.025,0.025,39,29,151.4057797286001
1306,5.607347195783367,0.15000000000000002,0.2,0.02,0.030000000000000002,34,20,151.39837428615093
2034,7.9593504067608265,0.2,0.25,0.045,0.025,9,29,151.2276577284557
4145,30.237594450011013,0.35000000000000003,0.15000000000000002,0.01,0.04,3,7,151.18797225005505
2045,5.921292083575668,0.2,0.3,0.005,0.034999999999999996,31,20,150.99294813117953
2274,6.7059040621511565,0.2,0.4,0.045,0.025,9,36,150.882841398401
2124,4.567809969020998,0.2,0.35000000000000003,0.005,0.025,31,35,150.73772897769294
2862,7.9312517074667825,0.25,0.35000000000000003,0.01,0.034999999999999996,17,21,150.69378244186888
951,3.5039049978170005,0.1,0.4,0.015,0.025,50,36,150.66791490613102
2782,8.605946049850074,0.25,0.3,0.01,0.04,17,18,150.60405587237628
2136,6.542290007604358,0.2,0.35000000000000003,0.01,0.04,27,19,150.47267017490023
750,4.41957348257622,0.1,0.25,0.015,0.034999999999999996,50,18,150.26549840759148
4152,23.01909989759371,0.35000000000000003,0.15000000000000002,0.015,0.030000000000000002,2,11,149.62414933435912
792,3.5190862887194085,0.1,0.3,0.005,0.034999999999999996,65,20,149.56116727057486
2863,8.29478436890107,0.25,0.35000000000000003,0.01,0.04,17,19,149.30611864021927
1959,6.61053481426401,0.2,0.2,0.045,0.01,9,36,148.73703332094024
2393,3.1641426715359797,0.2,0.5,0.025,0.005,14,80,148.71470556219106
1895,4.4314030041084305,0.2,0.2,0.01,0.005,27,40,148.4520006376324
369,4.711339705413321,0.05,0.4,0.034999999999999996,0.025,27,36,148.40720072051963
2554,10.596323049466205,0.25,0.15000000000000002,0.005,0.04,21,7,148.34852269252687
2156,3.32977567199582,0.2,0.35000000000000003,0.025,0.005,14,75,148.175017403814
4459,10.974854549943162,0.35000000000000003,0.35000000000000003,0.005,0.034999999999999996,6,21,148.16053642423267
2205,4.421153156754591,0.2,0.4,0.005,0.025,31,36,148.1086307512788
2699,7.59438102293035,0.25,0.25,0.005,0.034999999999999996,21,18,148.09042994714184
2126,5.690117182569452,0.2,0.35000000000000003,0.005,0.034999999999999996,31,21,147.94304674680575
2084,3.60286945634187,0.2,0.3,0.030000000000000002,0.005,12,70,147.71764771001668
675,3.4195761045665045,0.1,0.2,0.005,0.025,65,21,147.0417724963597
2558,12.238932045840246,0.25,0.15000000000000002,0.01,0.04,17,7,146.86718455008295
2794,4.071554112466077,0.25,0.3,0.02,0.01,10,62,146.57594804877877
713,6.3669006861913955,0.1,0.2,0.030000000000000002,0.034999999999999996,31,15,146.43871578240208
760,4.500628289707974,0.1,0.25,0.025,0.025,36,29,146.27041941550914
1941,6.337948266512691,0.2,0.2,0.034999999999999996,0.01,10,36,145.77281012979188
4071,96.88586170830224,0.35000000000000003,0.1,0.015,0.030000000000000002,2,1,145.32879256245337
3292,36.32850437640506,0.3,0.1,0.034999999999999996,0.005,5,3,145.31401750562023
5756,29.043023771736348,0.45,0.15000000000000002,0.005,0.04,3,7,145.21511885868173
1962,9.64008845460139,0.2,0.2,0.045,0.025,9,21,144.60132681902084
834,5.898676359448631,0.1,0.3,0.030000000000000002,0.04,31,18,144.51757080649145
3312,48.15113964214661,0.3,0.1,0.045,0.015,4,2,144.45341892643984
797,3.6546659622220887,0.1,0.3,0.01,0.034999999999999996,59,20,144.35930550777252
2402,3.1336630384317816,0.2,0.5,0.030000000000000002,0.005,12,80,144.14849976786195
2046,5.8763015313697755,0.2,0.3,0.005,0.04,31,18,143.9693875185595
3332,11.983861229517172,0.3,0.15000000000000002,0.01,0.025,12,12,143.80633475420606
865,3.342242330847948,0.1,0.35000000000000003,0.005,0.034999999999999996,65,21,143.71642022646176
1887,4.286108106217243,0.2,0.2,0.005,0.01,31,36,143.58462155827763
5197,13.028022625343969,0.4,0.3,0.01,0.034999999999999996,2,20,143.30824887878364
2746,13.024541266031259,0.25,0.25,0.034999999999999996,0.04,6,16,143.26995392634385
907,5.72851110921986,0.1,0.35000000000000003,0.030000000000000002,0.04,31,19,143.2127777304965
2901,4.03148719467985,0.25,0.35000000000000003,0.034999999999999996,0.01,6,65,143.1177954111347
720,7.155386677491923,0.1,0.2,0.034999999999999996,0.034999999999999996,25,15,143.10773354983846
2234,3.0994982115208702,0.2,0.4,0.025,0.005,14,78,142.57691772996003
1923,5.693315991476925,0.2,0.2,0.025,0.01,14,36,142.33289978692312
2165,3.2697526690014636,0.2,0.35000000000000003,0.030000000000000002,0.005,12,75,142.23424110156367
4048,31.481238321928817,0.35000000000000003,0.1,0.005,0.005,6,3,141.66557244867968
843,6.586342979345794,0.1,0.3,0.034999999999999996,0.04,25,18,141.60637405593457
96,4.8822853646190065,0.05,0.2,0.02,0.04,45,13,141.58627557395118
916,6.4344177639327205,0.1,0.35000000000000003,0.034999999999999996,0.04,25,19,141.55719080651986
4130,11.293412903587237,0.35000000000000003,0.15000000000000002,0.005,0.01,6,19,141.16766129484046
2030,4.41058453455527,0.2,0.25,0.045,0.005,9,55,141.13870510576865
3135,3.761269006193006,0.25,0.5,0.034999999999999996,0.01,6,69,141.04758773223773
1970,4.695921838583216,0.2,0.25,0.005,0.025,31,29,140.8776551574965
2906,10.422876843192162,0.25,0.35000000000000003,0.034999999999999996,0.034999999999999996,6,21,140.7088373830942
5832,15.632586394562686,0.45,0.2,0.005,0.034999999999999996,3,15,140.69327755106417
5278,12.228613611161531,0.4,0.35000000000000003,0.01,0.034999999999999996,2,21,140.6290565283576
1901,6.674605983024424,0.2,0.2,0.01,0.034999999999999996,27,15,140.1667256435129
831,4.311719642600747,0.1,0.3,0.030000000000000002,0.025,31,34,140.13088838452427
2127,5.602834212943172,0.2,0.35000000000000003,0.005,0.04,31,19,140.0708553235793
2826,10.766158482438977,0.25,0.3,0.034999999999999996,0.034999999999999996,6,20,139.9600602717067
2529,25.410812441668373,0.25,0.1,0.02,0.030000000000000002,10,1,139.75946842917605
626,10.732275172717351,0.1,0.1,0.034999999999999996,0.030000000000000002,25,1,139.51957724532556
130,6.0623301480397584,0.05,0.2,0.045,0.025,25,21,139.43359340491443
870,3.48412426438892,0.1,0.35000000000000003,0.01,0.034999999999999996,59,21,139.3649705755568
733,6.192656337352212,0.1,0.2,0.045,0.025,24,21,139.33476759042478
793,3.3563647981475557,0.1,0.3,0.005,0.04,65,18,139.28913912312356
222,4.150998101956811,0.05,0.3,0.030000000000000002,0.025,33,34,139.0584364155532
2812,3.964015127385275,0.25,0.3,0.030000000000000002,0.01,8,62,138.74052945848462
4180,34.59817402505699,0.35000000000000003,0.15000000000000002,0.030000000000000002,0.034999999999999996,0,8,138.39269610022797
554,2.2686985456916515,0.05,0.55,0.025,0.005,39,83,138.39061128719075
2674,13.169128718310253,0.25,0.2,0.034999999999999996,0.034999999999999996,6,15,138.27585154225764
2243,3.064226396423347,0.2,0.4,0.030000000000000002,0.005,12,78,137.8901878390506
2672,10.20004455302236,0.25,0.2,0.034999999999999996,0.025,6,21,137.70060146580187
2012,4.231975036418308,0.2,0.25,0.034999999999999996,0.005,10,55,137.539188683595
2312,2.9546462364290504,0.2,0.45,0.025,0.005,14,79,137.39104999395084
2661,7.425414554904451,0.25,0.2,0.030000000000000002,0.015,8,29,137.37016926573236
904,4.140294090898158,0.1,0.35000000000000003,0.030000000000000002,0.025,31,35,136.62970499963922
1385,7.567232779883587,0.15000000000000002,0.25,0.045,0.034999999999999996,18,18,136.21019003790457
798,3.534861594769787,0.1,0.3,0.01,0.04,59,18,136.0921713986368
1896,4.319116923971327,0.2,0.2,0.01,0.01,27,36,136.05218310509682
2773,6.976209178071715,0.25,0.3,0.005,0.04,21,18,136.03607897239843
2097,6.17976611337512,0.2,0.3,0.034999999999999996,0.025,10,34,135.95485449425263
5753,18.1105808990456,0.45,0.15000000000000002,0.005,0.025,3,12,135.829356742842
1349,4.176994054665109,0.15000000000000002,0.25,0.01,0.04,49,16,135.75230677661605
521,2.57723799999798,0.05,0.5,0.045,0.005,25,80,135.30499499989395
291,3.9780856582120454,0.05,0.35000000000000003,0.030000000000000002,0.025,33,35,135.25491237920954
2979,3.704936876342785,0.25,0.4,0.034999999999999996,0.01,6,67,135.23019598651166
4216,12.82209674023961,0.35000000000000003,0.2,0.005,0.034999999999999996,6,15,134.6320157725159
4059,53.830078581595984,0.35000000000000003,0.1,0.01,0.015,3,2,134.57519645398997
1386,7.896685000223844,0.15000000000000002,0.25,0.045,0.04,18,16,134.24364500380534
2772,6.545795349700084,0.25,0.3,0.005,0.034999999999999996,21,20,134.18880466885173
2009,8.928901354896364,0.2,0.25,0.030000000000000002,0.034999999999999996,12,18,133.93352032344546
2644,7.236828033850654,0.25,0.2,0.02,0.02,10,27,133.8813186262371
1318,5.950050033582956,0.15000000000000002,0.2,0.030000000000000002,0.030000000000000002,25,20,133.8761257556165
2822,4.767528747426939,0.25,0.3,0.034999999999999996,0.015,6,50,133.49080492795431
2854,6.655790461236894,0.25,0.35000000000000003,0.005,0.04,21,19,133.11580922473786
866,3.1688490186730505,0.1,0.35000000000000003,0.005,0.04,65,19,133.09165878426813
4181,38.02614888407065,0.35000000000000003,0.15000000000000002,0.030000000000000002,0.04,0,7,133.09152109424727
2178,5.914721337425679,0.2,0.35000000000000003,0.034999999999999996,0.025,10,35,133.08123009207776
2874,3.545600321520706,0.25,0.35000000000000003,0.02,0.01,10,65,132.96001205702646
2321,2.921800842593588,0.2,0.45,0.030000000000000002,0.005,12,79,132.94193833800824
790,2.678585606683211,0.1,0.3,0.005,0.025,65,34,132.58998753081895
1183,2.2283844960437253,0.1,0.55,0.025,0.005,36,83,132.58887751460165
1146,2.5484289414549237,0.1,0.5,0.045,0.005,24,80,132.51830495565602
1344,3.832889183215673,0.15000000000000002,0.25,0.005,0.04,53,16,132.23467682094073
2592,15.552499291906162,0.25,0.15000000000000002,0.034999999999999996,0.030000000000000002,6,11,132.19624398120237
1348,3.9452818317510614,0.15000000000000002,0.25,0.01,0.034999999999999996,49,18,132.16694136366056
1281,11.012314746439339,0.15000000000000002,0.15000000000000002,0.045,0.045,18,6,132.14777695727207
2853,6.276388595301288,0.25,0.35000000000000003,0.005,0.034999999999999996,21,21,131.80416050132706
6474,65.88432741010561,0.5,0.1,0.005,0.005,1,3,131.76865482021122
807,3.8724465669491566,0.1,0.3,0.015,0.04,50,18,131.66318327627133
978,3.927709528420649,0.1,0.4,0.030000000000000002,0.025,31,36,131.57826920209175
707,5.367871133744333,0.1,0.2,0.025,0.04,36,13,131.51284277673616
3212,3.460452572937947,0.25,0.55,0.034999999999999996,0.01,6,70,131.497197771642
4307,13.828309040911972,0.35000000000000003,0.25,0.01,0.04,3,16,131.36893588866374
736,7.095594826793729,0.1,0.2,0.045,0.04,24,13,131.26850429568398
2630,8.745167946551625,0.25,0.2,0.01,0.04,17,13,131.17751919827438
2789,6.242985963850152,0.25,0.3,0.015,0.030000000000000002,12,30,131.1027052408532
1902,6.5500222944068875,0.2,0.2,0.01,0.04,27,13,131.00044588813776
383,2.542961917833608,0.05,0.4,0.045,0.005,25,78,130.9625387684308
1364,5.567373858800058,0.15000000000000002,0.25,0.025,0.034999999999999996,29,18,130.83328568180136
2618,6.230027263303555,0.25,0.2,0.005,0.025,21,21,130.83057252937465
871,3.3519895270228526,0.1,0.35000000000000003,0.01,0.04,59,19,130.72759155389124
3056,3.527207083337264,0.25,0.45,0.034999999999999996,0.01,6,68,130.50666208347877
806,3.7278481599680906,0.1,0.3,0.015,0.034999999999999996,50,20,130.47468559888318
1365,5.796544977514023,0.15000000000000002,0.25,0.025,0.04,29,16,130.42226199406554
2730,4.138375184104681,0.25,0.25,0.030000000000000002,0.005,8,55,130.35881829929744
360,3.7780142200206126,0.05,0.4,0.030000000000000002,0.025,33,36,130.34149059071115
2743,7.440780939398079,0.25,0.25,0.034999999999999996,0.025,6,29,130.21366643946638
2907,10.41046617388299,0.25,0.35000000000000003,0.034999999999999996,0.04,6,19,130.13082717353737
35,9.995843079224892,0.05,0.1,0.045,0.030000000000000002,25,1,129.9459600299236
115,5.413622949141417,0.05,0.2,0.034999999999999996,0.025,27,21,129.92695077939402
133,6.834325257283886,0.05,0.2,0.045,0.04,25,13,129.85217988839383
3108,3.2822655675750627,0.25,0.5,0.02,0.01,10,69,129.64948991921497
4132,11.774307805115157,0.35000000000000003,0.15000000000000002,0.005,0.02,6,16,129.51738585626674
2827,10.791200733786745,0.25,0.3,0.034999999999999996,0.04,6,18,129.49440880544094
2001,8.092799537986203,0.2,0.25,0.025,0.034999999999999996,14,18,129.48479260777924
1859,11.23599286437277,0.2,0.15000000000000002,0.030000000000000002,0.030000000000000002,12,11,129.21391794028685
2712,3.9698457624080086,0.25,0.25,0.02,0.005,10,55,129.0199872782603
2675,13.573490304281712,0.25,0.2,0.034999999999999996,0.04,6,13,128.94815789067627
5670,51.55490157655959,0.45,0.1,0.005,0.015,3,2,128.88725394139897
111,5.6026862939007,0.05,0.2,0.030000000000000002,0.04,33,13,128.8617847597161
2869,5.98862814553446,0.25,0.35000000000000003,0.015,0.030000000000000002,12,31,128.7555051289909
2016,6.599136249201074,0.2,0.25,0.034999999999999996,0.025,10,29,128.68315685942093
2605,9.191045903552371,0.25,0.15000000000000002,0.045,0.005,5,23,128.6746426497332
2629,8.032126180052453,0.25,0.2,0.01,0.034999999999999996,17,15,128.51401888083925
1001,2.519282134904535,0.1,0.4,0.045,0.005,24,78,128.4833888801313
880,3.7178946171409453,0.1,0.35000000000000003,0.015,0.04,50,19,128.2673642913626
2824,6.4122356975476675,0.25,0.3,0.034999999999999996,0.025,6,34,128.24471395095335
1944,8.261044965257462,0.2,0.2,0.034999999999999996,0.025,10,21,128.04619696149066
879,3.6012479842449583,0.1,0.35000000000000003,0.015,0.034999999999999996,50,21,127.84430344069602
698,4.475196521413957,0.1,0.2,0.02,0.034999999999999996,42,15,127.54310086029777
1343,3.586717209444906,0.15000000000000002,0.25,0.005,0.034999999999999996,53,18,127.32846093529416
1855,10.170228428796854,0.2,0.15000000000000002,0.025,0.030000000000000002,14,11,127.12785535996068
4872,84.36398738863149,0.4,0.1,0.01,0.030000000000000002,2,1,126.54598108294724
4955,28.10878897307989,0.4,0.15000000000000002,0.01,0.04,2,7,126.4895503788595
118,6.295661837422224,0.05,0.2,0.034999999999999996,0.04,27,13,125.91323674844448
2892,3.4491915655169314,0.25,0.35000000000000003,0.030000000000000002,0.01,8,65,125.895492141368
1460,6.619030728664657,0.15000000000000002,0.3,0.045,0.034999999999999996,18,20,125.76158384462849
4133,13.963051200718068,0.35000000000000003,0.15000000000000002,0.005,0.025,6,12,125.66746080646261
2904,6.1278932008091775,0.25,0.35000000000000003,0.034999999999999996,0.025,6,35,125.62181061658814
2613,22.802665430178244,0.25,0.15000000000000002,0.045,0.045,5,6,125.41465986598034
314,2.5057702777729784,0.05,0.35000000000000003,0.045,0.005,25,75,125.28851388864892
1892,5.440432133481035,0.2,0.2,0.005,0.034999999999999996,31,15,125.1299390700638
2070,4.811731691261254,0.2,0.3,0.02,0.025,18,34,125.10502397279262
5036,16.619699938002817,0.4,0.2,0.01,0.04,2,13,124.64774953502113
1987,6.735214592116731,0.2,0.25,0.015,0.04,21,16,124.60146995415953
2902,4.2922711085223355,0.25,0.35000000000000003,0.034999999999999996,0.015,6,52,124.47586214714772
1530,6.382511954095274,0.15000000000000002,0.35000000000000003,0.045,0.034999999999999996,18,21,124.45898310485784
2010,8.888605906418784,0.2,0.25,0.030000000000000002,0.04,12,16,124.44048268986298
937,2.463758761051018,0.1,0.4,0.005,0.025,65,36,124.41981743307642
1913,4.28988536307164,0.2,0.2,0.02,0.005,18,40,124.40667552907757
1461,6.910584110661263,0.15000000000000002,0.3,0.045,0.04,18,18,124.39051399190274
2839,3.7124874334916464,0.25,0.3,0.045,0.01,5,62,124.36832902197015
2708,6.544778871974644,0.25,0.25,0.015,0.030000000000000002,12,26,124.35079856751823
2256,5.4012479319493,0.2,0.4,0.034999999999999996,0.025,10,36,124.22870243483389
863,2.482061540573551,0.1,0.35000000000000003,0.005,0.025,65,35,124.10307702867756
2952,3.222594458281684,0.25,0.4,0.02,0.01,10,67,124.06988664384484
1817,19.07406875791271,0.2,0.1,0.030000000000000002,0.030000000000000002,12,1,123.98144692643261
696,3.934583152910498,0.1,0.2,0.02,0.025,42,21,123.93936931668068
2632,4.756989925892154,0.25,0.2,0.015,0.005,12,40,123.681738073196
1531,6.683116587007676,0.15000000000000002,0.35000000000000003,0.045,0.04,18,19,123.63765685964201
1354,4.4093105415000275,0.15000000000000002,0.25,0.015,0.04,40,16,123.46069516200077
4068,61.5976017432213,0.35000000000000003,0.1,0.015,0.015,2,2,123.1952034864426
3126,3.1991915787964516,0.25,0.5,0.030000000000000002,0.01,8,69,123.16887578366338
3136,4.027418558645862,0.25,0.5,0.034999999999999996,0.015,6,55,122.8362660386988
1932,5.111400862544787,0.2,0.2,0.030000000000000002,0.01,12,36,122.6736207010749
927,2.4755424766022744,0.1,0.35000000000000003,0.045,0.005,24,75,122.53935259181259
704,4.284666200337973,0.1,0.2,0.025,0.025,36,21,122.11298670963224
2151,4.595074823253002,0.2,0.35000000000000003,0.02,0.025,18,35,121.76948281620456
1904,3.9900764652766476,0.2,0.2,0.015,0.005,21,40,121.69733219093776
4066,48.647418561419855,0.35000000000000003,0.1,0.015,0.005,2,3,121.61854640354963
1324,6.232848063159674,0.15000000000000002,0.2,0.034999999999999996,0.030000000000000002,19,20,121.54053723161364
1986,6.21272041984123,0.2,0.25,0.015,0.034999999999999996,21,18,121.14804818690399
2002,8.052504089508624,0.2,0.25,0.025,0.04,14,16,120.78756134262935
485,2.0287521419413745,0.05,0.5,0.025,0.005,39,80,120.71075244551179
4153,24.07554410082795,0.35000000000000003,0.15000000000000002,0.015,0.034999999999999996,2,8,120.37772050413976
1937,8.897215467285434,0.2,0.2,0.030000000000000002,0.034999999999999996,12,15,120.11240880835336
2795,3.9983683142524837,0.25,0.3,0.02,0.015,10,50,119.95104942757452
2947,5.437273364921257,0.25,0.4,0.015,0.030000000000000002,12,32,119.62001402826766
1893,5.435149519898083,0.2,0.2,0.005,0.04,31,13,119.57328943775782
3185,2.9830470744831032,0.25,0.55,0.02,0.01,10,70,119.32188297932413
1359,4.76744421042872,0.15000000000000002,0.25,0.02,0.04,34,16,119.186105260718
2587,8.209109071467983,0.25,0.15000000000000002,0.034999999999999996,0.005,6,23,119.03208153628576
770,4.402963915196974,0.1,0.25,0.034999999999999996,0.025,25,29,118.8800257103183
3029,3.0465587063168162,0.25,0.45,0.02,0.01,10,68,118.81578954635583
2823,4.745282771973041,0.25,0.3,0.034999999999999996,0.02,6,44,118.63206929932602
699,4.308167229972261,0.1,0.2,0.02,0.04,42,13,118.47459882423718
278,2.0734725734846746,0.05,0.35000000000000003,0.025,0.005,39,75,118.18793668862645
2052,3.871961411300669,0.2,0.3,0.01,0.025,27,34,118.0948230446704
347,2.0157360001280633,0.05,0.4,0.025,0.005,39,78,117.9205560074917
452,2.266080782034977,0.05,0.45,0.045,0.005,25,79,117.8362006658188
2970,3.133052112264022,0.25,0.4,0.030000000000000002,0.01,8,67,117.48945420990081
4182,39.140544819542214,0.35000000000000003,0.15000000000000002,0.030000000000000002,0.045,0,6,117.42163445862664
5754,16.759065093469506,0.45,0.15000000000000002,0.005,0.030000000000000002,3,11,117.31345565428654
2982,5.581219218758079,0.25,0.4,0.034999999999999996,0.025,6,36,117.20560359391966
5752,12.31825088907101,0.45,0.15000000000000002,0.005,0.02,3,16,117.02338344617459
1928,8.061113650375272,0.2,0.2,0.025,0.034999999999999996,14,15,116.88614793044145
1426,4.767152172061459,0.15000000000000002,0.3,0.025,0.034999999999999996,29,20,116.79522821550574
2662,6.6735417706378835,0.25,0.2,0.030000000000000002,0.02,8,27,116.78698098616296
1991,4.962813190361296,0.2,0.25,0.02,0.025,18,29,116.62610997349046
167,4.160582023843454,0.05,0.25,0.034999999999999996,0.025,27,29,116.49629666761672
2980,3.9428862450091087,0.25,0.4,0.034999999999999996,0.015,6,53,116.31514422776871
1427,4.946536985995712,0.15000000000000002,0.3,0.025,0.04,29,18,116.24361917089922
1777,2.290003854988745,0.15000000000000002,0.55,0.045,0.005,18,83,115.64519467693162
2621,6.800586115157622,0.25,0.2,0.005,0.04,21,13,115.60996395767958
2090,7.200879907462624,0.2,0.3,0.030000000000000002,0.034999999999999996,12,20,115.21407851940198
1073,2.2367811004596803,0.1,0.45,0.045,0.005,24,79,115.19422667367354
2740,4.110108868849288,0.25,0.25,0.034999999999999996,0.01,6,50,115.08304832778006
1110,1.9819874634178516,0.1,0.5,0.025,0.005,36,80,114.95527287823539
